,year,hc,country
963,2003,1.450412631034851,BEN
964,2004,1.4640476703643799,BEN
965,2005,1.4778108596801758,BEN
966,2006,1.4931838512420654,BEN
967,2007,1.5087167024612427,BEN
968,2008,1.5244110822677612,BEN
969,2009,1.5402687788009644,BEN
970,2010,1.5562914609909058,BEN
971,2011,1.5996061563491821,BEN
972,2012,1.6441264152526855,BEN
973,2013,1.6898857355117798,BEN
974,2014,1.7300400733947754,BEN
975,2015,1.7662097215652466,BEN
976,2016,1.8031355142593384,BEN
977,2017,1.8408331871032715,BEN
978,2018,1.8793190717697144,BEN
979,2019,1.918609619140625,BEN
980,1950,,BFA
981,1951,,BFA
982,1952,,BFA
983,1953,,BFA
984,1954,,BFA
985,1955,,BFA
986,1956,,BFA
987,1957,,BFA
988,1958,,BFA
989,1959,,BFA
990,1960,1.0070382356643677,BFA
991,1961,1.0070751905441284,BFA
992,1962,1.0071122646331787,BFA
993,1963,1.007149338722229,BFA
994,1964,1.0071862936019897,BFA
995,1965,1.00722336769104,BFA
996,1966,1.0072604417800903,BFA
997,1967,1.007297396659851,BFA
998,1968,1.0073344707489014,BFA
999,1969,1.0073715448379517,BFA
1000,1970,1.007408618927002,BFA
1001,1971,1.0080868005752563,BFA
1002,1972,1.008765459060669,BFA
1003,1973,1.0094445943832397,BFA
1004,1974,1.0101242065429688,BFA
1005,1975,1.0108041763305664,BFA
1006,1976,1.0114847421646118,BFA
1007,1977,1.0121656656265259,BFA
1008,1978,1.0128470659255981,BFA
1009,1979,1.0135289430618286,BFA
1010,1980,1.0142112970352173,BFA
1011,1981,1.0157402753829956,BFA
1012,1982,1.0172715187072754,BFA
1013,1983,1.0188051462173462,BFA
1014,1984,1.0203410387039185,BFA
1015,1985,1.0218791961669922,BFA
1016,1986,1.023419737815857,BFA
1017,1987,1.0249625444412231,BFA
1018,1988,1.0265077352523804,BFA
1019,1989,1.028055191040039,BFA
1020,1990,1.0296050310134888,BFA
1021,1991,1.0335218906402588,BFA
1022,1992,1.0374537706375122,BFA
1023,1993,1.0414005517959595,BFA
1024,1994,1.0453622341156006,BFA
1025,1995,1.0493390560150146,BFA
1026,1996,1.0533310174942017,BFA
1027,1997,1.0573382377624512,BFA
1028,1998,1.0613605976104736,BFA
1029,1999,1.0653983354568481,BFA
1030,2000,1.0694513320922852,BFA
1031,2001,1.0787464380264282,BFA
1032,2002,1.0881223678588867,BFA
1033,2003,1.0975795984268188,BFA
1034,2004,1.1071192026138306,BFA
1035,2005,1.11674165725708,BFA
1036,2006,1.1264476776123047,BFA
1037,2007,1.1362382173538208,BFA
1038,2008,1.1461137533187866,BFA
1039,2009,1.156075119972229,BFA
1040,2010,1.1661230325698853,BFA
1041,2011,1.1788954734802246,BFA
1042,2012,1.1918078660964966,BFA
1043,2013,1.2048617601394653,BFA
1044,2014,1.218058466911316,BFA
1045,2015,1.2313997745513916,BFA
1046,2016,1.2448872327804565,BFA
1047,2017,1.2585225105285645,BFA
1048,2018,1.27230703830719,BFA
1049,2019,1.2862424850463867,BFA
1050,1950,,BGD
1051,1951,,BGD
1052,1952,,BGD
1053,1953,,BGD
1054,1954,,BGD
1055,1955,,BGD
1056,1956,,BGD
1057,1957,,BGD
1058,1958,,BGD
1059,1959,1.1291288137435913,BGD
1060,1960,1.129225730895996,BGD
1061,1961,1.134520411491394,BGD
1062,1962,1.139840006828308,BGD
1063,1963,1.1451845169067383,BGD
1064,1964,1.1505540609359741,BGD
1065,1965,1.1559487581253052,BGD
1066,1966,1.1583058834075928,BGD
1067,1967,1.1606677770614624,BGD
1068,1968,1.163034439086914,BGD
1069,1969,1.1654059886932373,BGD
1070,1970,1.1677824258804321,BGD
1071,1971,1.1685893535614014,BGD
1072,1972,1.1693967580795288,BGD
1073,1973,1.170204758644104,BGD
1074,1974,1.171013355255127,BGD
1075,1975,1.171822428703308,BGD
1076,1976,1.1969037055969238,BGD
1077,1977,1.2225216627120972,BGD
1078,1978,1.2486881017684937,BGD
1079,1979,1.2754144668579102,BGD
1080,1980,1.3027129173278809,BGD
1081,1981,1.317826271057129,BGD
1082,1982,1.3331149816513062,BGD
1083,1983,1.3485811948776245,BGD
1084,1984,1.3642265796661377,BGD
1085,1985,1.3800536394119263,BGD
1086,1986,1.3962209224700928,BGD
1087,1987,1.4125776290893555,BGD
1088,1988,1.4291259050369263,BGD
1089,1989,1.4458680152893066,BGD
1090,1990,1.4628063440322876,BGD
1091,1991,1.4807424545288086,BGD
1092,1992,1.4988986253738403,BGD
1093,1993,1.5172773599624634,BGD
1094,1994,1.5358814001083374,BGD
1095,1995,1.5547136068344116,BGD
1096,1996,1.5713872909545898,BGD
1097,1997,1.5882396697998047,BGD
1098,1998,1.605272889137268,BGD
1099,1999,1.6224887371063232,BGD
1100,2000,1.6398893594741821,BGD
1101,2001,1.661909580230713,BGD
1102,2002,1.6842255592346191,BGD
1103,2003,1.7068411111831665,BGD
1104,2004,1.724663496017456,BGD
1105,2005,1.742090106010437,BGD
1106,2006,1.7676010131835938,BGD
1107,2007,1.7934856414794922,BGD
1108,2008,1.8197492361068726,BGD
1109,2009,1.8463975191116333,BGD
1110,2010,1.8734359741210938,BGD
1111,2011,1.8975311517715454,BGD
1112,2012,1.921936273574829,BGD
1113,2013,1.9466552734375,BGD
1114,2014,1.9716922044754028,BGD
1115,2015,1.9970511198043823,BGD
1116,2016,2.0227363109588623,BGD
1117,2017,2.0487515926361084,BGD
1118,2018,2.075101613998413,BGD
1119,2019,2.101790428161621,BGD
1120,1950,,BGR
1121,1951,,BGR
1122,1952,,BGR
1123,1953,,BGR
1124,1954,,BGR
1125,1955,,BGR
1126,1956,,BGR
1127,1957,,BGR
1128,1958,,BGR
1129,1959,,BGR
1130,1960,,BGR
1131,1961,,BGR
1132,1962,,BGR
1133,1963,,BGR
1134,1964,,BGR
1135,1965,,BGR
1136,1966,,BGR
1137,1967,,BGR
1138,1968,,BGR
1139,1969,,BGR
1140,1970,2.4006166458129883,BGR
1141,1971,2.4185917377471924,BGR
1142,1972,2.436701536178589,BGR
1143,1973,2.454946994781494,BGR
1144,1974,2.4733290672302246,BGR
1145,1975,2.4918487071990967,BGR
1146,1976,2.510507106781006,BGR
1147,1977,2.5293049812316895,BGR
1148,1978,2.548243999481201,BGR
1149,1979,2.564923048019409,BGR
1150,1980,2.5778377056121826,BGR
1151,1981,2.594135046005249,BGR
1152,1982,2.610535144805908,BGR
1153,1983,2.6270391941070557,BGR
1154,1984,2.6436476707458496,BGR
1155,1985,2.660360813140869,BGR
1156,1986,2.6771798133850098,BGR
1157,1987,2.6941051483154297,BGR
1158,1988,2.711137533187866,BGR
1159,1989,2.7282776832580566,BGR
1160,1990,2.745526075363159,BGR
1161,1991,2.7607715129852295,BGR
1162,1992,2.7761013507843018,BGR
1163,1993,2.7915165424346924,BGR
1164,1994,2.8070173263549805,BGR
1165,1995,2.822603940963745,BGR
1166,1996,2.8382773399353027,BGR
1167,1997,2.8540377616882324,BGR
1168,1998,2.8698859214782715,BGR
1169,1999,2.885821580886841,BGR
1170,2000,2.901846170425415,BGR
1171,2001,2.9194586277008057,BGR
1172,2002,2.937177896499634,BGR
1173,2003,2.9550046920776367,BGR
1174,2004,2.9729397296905518,BGR
1175,2005,2.990983724594116,BGR
1176,2006,3.0091373920440674,BGR
1177,2007,3.0274007320404053,BGR
1178,2008,3.0457754135131836,BGR
1179,2009,3.0642611980438232,BGR
1180,2010,3.082859516143799,BGR
1181,2011,3.0941543579101562,BGR
1182,2012,3.1054906845092773,BGR
1183,2013,3.116868257522583,BGR
1184,2014,3.1282877922058105,BGR
1185,2015,3.1397488117218018,BGR
1186,2016,3.151252031326294,BGR
1187,2017,3.162797451019287,BGR
1188,2018,3.1743850708007812,BGR
1189,2019,3.1860151290893555,BGR
1190,1950,,BHR
1191,1951,,BHR
1192,1952,,BHR
1193,1953,,BHR
1194,1954,,BHR
1195,1955,,BHR
1196,1956,,BHR
1197,1957,,BHR
1198,1958,,BHR
1199,1959,,BHR
1200,1960,,BHR
1201,1961,,BHR
1202,1962,,BHR
1203,1963,,BHR
1204,1964,,BHR
1205,1965,,BHR
1206,1966,,BHR
1207,1967,,BHR
1208,1968,,BHR
1209,1969,,BHR
1210,1970,1.2861701250076294,BHR
1211,1971,1.3152180910110474,BHR
1212,1972,1.3449220657348633,BHR
1213,1973,1.375296950340271,BHR
1214,1974,1.406357765197754,BHR
1215,1975,1.4381201267242432,BHR
1216,1976,1.493512511253357,BHR
1217,1977,1.5510385036468506,BHR
1218,1978,1.6107802391052246,BHR
1219,1979,1.6728229522705078,BHR
1220,1980,1.7302930355072021,BHR
1221,1981,1.770310878753662,BHR
1222,1982,1.8112542629241943,BHR
1223,1983,1.8531445264816284,BHR
1224,1984,1.8960036039352417,BHR
1225,1985,1.9398540258407593,BHR
1226,1986,1.973337173461914,BHR
1227,1987,2.0073981285095215,BHR
1228,1988,2.0420472621917725,BHR
1229,1989,2.077294111251831,BHR
1230,1990,2.113149642944336,BHR
1231,1991,2.1373400688171387,BHR
1232,1992,2.1618075370788574,BHR
1233,1993,2.1865549087524414,BHR
1234,1994,2.211585760116577,BHR
1235,1995,2.236903190612793,BHR
1236,1996,2.257519006729126,BHR
1237,1997,2.278325080871582,BHR
1238,1998,2.2993228435516357,BHR
1239,1999,2.320513963699341,BHR
1240,2000,2.341900587081909,BHR
1241,2001,2.3303775787353516,BHR
1242,2002,2.318911075592041,BHR
1243,2003,2.3075010776519775,BHR
1244,2004,2.296147346496582,BHR
1245,2005,2.284849166870117,BHR
1246,2006,2.2808048725128174,BHR
1247,2007,2.2767674922943115,BHR
1248,2008,2.272737503051758,BHR
1249,2009,2.268714427947998,BHR
1250,2010,2.2646985054016113,BHR
1251,2011,2.2607204914093018,BHR
1252,2012,2.2567598819732666,BHR
1253,2013,2.2528162002563477,BHR
1254,2014,2.248889207839966,BHR
1255,2015,2.2449793815612793,BHR
1256,2016,2.241086483001709,BHR
1257,2017,2.2372100353240967,BHR
1258,2018,2.2333502769470215,BHR
1259,2019,2.2295069694519043,BHR
1260,1950,,BHS
1261,1951,,BHS
1262,1952,,BHS
1263,1953,,BHS
1264,1954,,BHS
1265,1955,,BHS
1266,1956,,BHS
1267,1957,,BHS
1268,1958,,BHS
1269,1959,,BHS
1270,1960,,BHS
1271,1961,,BHS
1272,1962,,BHS
1273,1963,,BHS
1274,1964,,BHS
1275,1965,,BHS
1276,1966,,BHS
1277,1967,,BHS
1278,1968,,BHS
1279,1969,,BHS
1280,1970,,BHS
1281,1971,,BHS
1282,1972,,BHS
1283,1973,,BHS
1284,1974,,BHS
1285,1975,,BHS
1286,1976,,BHS
1287,1977,,BHS
1288,1978,,BHS
1289,1979,,BHS
1290,1980,,BHS
1291,1981,,BHS
1292,1982,,BHS
1293,1983,,BHS
1294,1984,,BHS
1295,1985,,BHS
1296,1986,,BHS
1297,1987,,BHS
1298,1988,,BHS
1299,1989,,BHS
1300,1990,,BHS
1301,1991,,BHS
1302,1992,,BHS
1303,1993,,BHS
1304,1994,,BHS
1305,1995,,BHS
1306,1996,,BHS
1307,1997,,BHS
1308,1998,,BHS
1309,1999,,BHS
1310,2000,,BHS
1311,2001,,BHS
1312,2002,,BHS
1313,2003,,BHS
1314,2004,,BHS
1315,2005,,BHS
1316,2006,,BHS
1317,2007,,BHS
1318,2008,,BHS
1319,2009,,BHS
1320,2010,,BHS
1321,2011,,BHS
1322,2012,,BHS
1323,2013,,BHS
1324,2014,,BHS
1325,2015,,BHS
1326,2016,,BHS
1327,2017,,BHS
1328,2018,,BHS
1329,2019,,BHS
1330,1950,,BIH
1331,1951,,BIH
1332,1952,,BIH
1333,1953,,BIH
1334,1954,,BIH
1335,1955,,BIH
1336,1956,,BIH
1337,1957,,BIH
1338,1958,,BIH
1339,1959,,BIH
1340,1960,,BIH
1341,1961,,BIH
1342,1962,,BIH
1343,1963,,BIH
1344,1964,,BIH
1345,1965,,BIH
1346,1966,,BIH
1347,1967,,BIH
1348,1968,,BIH
1349,1969,,BIH
1350,1970,,BIH
1351,1971,,BIH
1352,1972,,BIH
1353,1973,,BIH
1354,1974,,BIH
1355,1975,,BIH
1356,1976,,BIH
1357,1977,,BIH
1358,1978,,BIH
1359,1979,,BIH
1360,1980,,BIH
1361,1981,,BIH
1362,1982,,BIH
1363,1983,,BIH
1364,1984,,BIH
1365,1985,,BIH
1366,1986,,BIH
1367,1987,,BIH
1368,1988,,BIH
1369,1989,,BIH
1370,1990,,BIH
1371,1991,,BIH
1372,1992,,BIH
1373,1993,,BIH
1374,1994,,BIH
1375,1995,,BIH
1376,1996,,BIH
1377,1997,,BIH
1378,1998,,BIH
1379,1999,,BIH
1380,2000,,BIH
1381,2001,,BIH
1382,2002,,BIH
1383,2003,,BIH
1384,2004,,BIH
1385,2005,,BIH
1386,2006,,BIH
1387,2007,,BIH
1388,2008,,BIH
1389,2009,,BIH
1390,2010,,BIH
1391,2011,,BIH
1392,2012,,BIH
1393,2013,,BIH
1394,2014,,BIH
1395,2015,,BIH
1396,2016,,BIH
1397,2017,,BIH
1398,2018,,BIH
1399,2019,,BIH
1400,1950,,BLR
1401,1951,,BLR
1402,1952,,BLR
1403,1953,,BLR
1404,1954,,BLR
1405,1955,,BLR
1406,1956,,BLR
1407,1957,,BLR
1408,1958,,BLR
1409,1959,,BLR
1410,1960,,BLR
1411,1961,,BLR
1412,1962,,BLR
1413,1963,,BLR
1414,1964,,BLR
1415,1965,,BLR
1416,1966,,BLR
1417,1967,,BLR
1418,1968,,BLR
1419,1969,,BLR
1420,1970,,BLR
1421,1971,,BLR
1422,1972,,BLR
1423,1973,,BLR
1424,1974,,BLR
1425,1975,,BLR
1426,1976,,BLR
1427,1977,,BLR
1428,1978,,BLR
1429,1979,,BLR
1430,1980,,BLR
1431,1981,,BLR
1432,1982,,BLR
1433,1983,,BLR
1434,1984,,BLR
1435,1985,,BLR
1436,1986,,BLR
1437,1987,,BLR
1438,1988,,BLR
1439,1989,,BLR
1440,1990,,BLR
1441,1991,,BLR
1442,1992,,BLR
1443,1993,,BLR
1444,1994,,BLR
1445,1995,,BLR
1446,1996,,BLR
1447,1997,,BLR
1448,1998,,BLR
1449,1999,,BLR
1450,2000,,BLR
1451,2001,,BLR
1452,2002,,BLR
1453,2003,,BLR
1454,2004,,BLR
1455,2005,,BLR
1456,2006,,BLR
1457,2007,,BLR
1458,2008,,BLR
1459,2009,,BLR
1460,2010,,BLR
1461,2011,,BLR
1462,2012,,BLR
1463,2013,,BLR
1464,2014,,BLR
1465,2015,,BLR
1466,2016,,BLR
1467,2017,,BLR
1468,2018,,BLR
1469,2019,,BLR
1470,1950,,BLZ
1471,1951,,BLZ
1472,1952,,BLZ
1473,1953,,BLZ
1474,1954,,BLZ
1475,1955,,BLZ
1476,1956,,BLZ
1477,1957,,BLZ
1478,1958,,BLZ
1479,1959,,BLZ
1480,1960,,BLZ
1481,1961,,BLZ
1482,1962,,BLZ
1483,1963,,BLZ
1484,1964,,BLZ
1485,1965,,BLZ
1486,1966,,BLZ
1487,1967,,BLZ
1488,1968,,BLZ
1489,1969,,BLZ
1490,1970,2.3661742210388184,BLZ
1491,1971,2.378065824508667,BLZ
1492,1972,2.390017509460449,BLZ
1493,1973,2.402028799057007,BLZ
1494,1974,2.4141008853912354,BLZ
1495,1975,2.4262332916259766,BLZ
1496,1976,2.407284736633301,BLZ
1497,1977,2.388484239578247,BLZ
1498,1978,2.369830369949341,BLZ
1499,1979,2.3513221740722656,BLZ
1500,1980,2.332958698272705,BLZ
1501,1981,2.345855474472046,BLZ
1502,1982,2.358823537826538,BLZ
1503,1983,2.37186336517334,BLZ
1504,1984,2.3849751949310303,BLZ
1505,1985,2.3981595039367676,BLZ
1506,1986,2.4407074451446533,BLZ
1507,1987,2.4840099811553955,BLZ
1508,1988,2.528080940246582,BLZ
1509,1989,2.568694591522217,BLZ
1510,1990,2.599289655685425,BLZ
1511,1991,2.631444215774536,BLZ
1512,1992,2.6639962196350098,BLZ
1513,1993,2.696951150894165,BLZ
1514,1994,2.730313777923584,BLZ
1515,1995,2.7640891075134277,BLZ
1516,1996,2.8009989261627197,BLZ
1517,1997,2.8384015560150146,BLZ
1518,1998,2.8763039112091064,BLZ
1519,1999,2.9147121906280518,BLZ
1520,2000,2.9536333084106445,BLZ
1521,2001,2.9832570552825928,BLZ
1522,2002,3.0131778717041016,BLZ
1523,2003,3.0433990955352783,BLZ
1524,2004,3.073923110961914,BLZ
1525,2005,3.104753255844116,BLZ
1526,2006,3.1365208625793457,BLZ
1527,2007,3.1686134338378906,BLZ
1528,2008,3.2010343074798584,BLZ
1529,2009,3.2337870597839355,BLZ
1530,2010,3.2668745517730713,BLZ
1531,2011,3.301668643951416,BLZ
1532,2012,3.337308645248413,BLZ
1533,2013,3.3738203048706055,BLZ
1534,2014,3.4112305641174316,BLZ
1535,2015,3.4495673179626465,BLZ
1536,2016,3.488859176635742,BLZ
1537,2017,3.5291357040405273,BLZ
1538,2018,3.5704286098480225,BLZ
1539,2019,3.612769603729248,BLZ
1540,1950,,BMU
1541,1951,,BMU
1542,1952,,BMU
1543,1953,,BMU
1544,1954,,BMU
1545,1955,,BMU
1546,1956,,BMU
1547,1957,,BMU
1548,1958,,BMU
1549,1959,,BMU
1550,1960,,BMU
1551,1961,,BMU
1552,1962,,BMU
1553,1963,,BMU
1554,1964,,BMU
1555,1965,,BMU
1556,1966,,BMU
1557,1967,,BMU
1558,1968,,BMU
1559,1969,,BMU
1560,1970,,BMU
1561,1971,,BMU
1562,1972,,BMU
1563,1973,,BMU
1564,1974,,BMU
1565,1975,,BMU
1566,1976,,BMU
1567,1977,,BMU
1568,1978,,BMU
1569,1979,,BMU
1570,1980,,BMU
1571,1981,,BMU
1572,1982,,BMU
1573,1983,,BMU
1574,1984,,BMU
1575,1985,,BMU
1576,1986,,BMU
1577,1987,,BMU
1578,1988,,BMU
1579,1989,,BMU
1580,1990,,BMU
1581,1991,,BMU
1582,1992,,BMU
1583,1993,,BMU
1584,1994,,BMU
1585,1995,,BMU
1586,1996,,BMU
1587,1997,,BMU
1588,1998,,BMU
1589,1999,,BMU
1590,2000,,BMU
1591,2001,,BMU
1592,2002,,BMU
1593,2003,,BMU
1594,2004,,BMU
1595,2005,,BMU
1596,2006,,BMU
1597,2007,,BMU
1598,2008,,BMU
1599,2009,,BMU
1600,2010,,BMU
1601,2011,,BMU
1602,2012,,BMU
1603,2013,,BMU
1604,2014,,BMU
1605,2015,,BMU
1606,2016,,BMU
1607,2017,,BMU
1608,2018,,BMU
1609,2019,,BMU
1610,1950,1.323360800743103,BOL
1611,1951,1.3351048231124878,BOL
1612,1952,1.3469529151916504,BOL
1613,1953,1.3589061498641968,BOL
1614,1954,1.3709654808044434,BOL
1615,1955,1.3831318616867065,BOL
1616,1956,1.402091383934021,BOL
1617,1957,1.4213106632232666,BOL
1618,1958,1.440793514251709,BOL
1619,1959,1.4605432748794556,BOL
1620,1960,1.4805638790130615,BOL
1621,1961,1.4966063499450684,BOL
1622,1962,1.5128226280212402,BOL
1623,1963,1.52921462059021,BOL
1624,1964,1.5457842350006104,BOL
1625,1965,1.5625332593917847,BOL
1626,1966,1.5794639587402344,BOL
1627,1967,1.5965780019760132,BOL
1628,1968,1.613877534866333,BOL
1629,1969,1.6313644647598267,BOL
1630,1970,1.649040937423706,BOL
1631,1971,1.6729941368103027,BOL
1632,1972,1.6972953081130981,BOL
1633,1973,1.7187901735305786,BOL
1634,1974,1.7375746965408325,BOL
1635,1975,1.7565644979476929,BOL
1636,1976,1.7757618427276611,BOL
1637,1977,1.7951688766479492,BOL
1638,1978,1.8147882223129272,BOL
1639,1979,1.8346219062805176,BOL
1640,1980,1.8546721935272217,BOL
1641,1981,1.8836408853530884,BOL
1642,1982,1.9130619764328003,BOL
1643,1983,1.9429426193237305,BOL
1644,1984,1.973289966583252,BOL
1645,1985,2.0041115283966064,BOL
1646,1986,2.035414218902588,BOL
1647,1987,2.0672059059143066,BOL
1648,1988,2.099494218826294,BOL
1649,1989,2.132286787033081,BOL
1650,1990,2.1655914783477783,BOL
1651,1991,2.1960866451263428,BOL
1652,1992,2.227011203765869,BOL
1653,1993,2.258371114730835,BOL
1654,1994,2.290172815322876,BOL
1655,1995,2.322422504425049,BOL
1656,1996,2.355125904083252,BOL
1657,1997,2.3882901668548584,BOL
1658,1998,2.4219212532043457,BOL
1659,1999,2.4560258388519287,BOL
1660,2000,2.4906108379364014,BOL
1661,2001,2.5198793411254883,BOL
1662,2002,2.5494916439056396,BOL
1663,2003,2.5730738639831543,BOL
1664,2004,2.593393087387085,BOL
1665,2005,2.613872528076172,BOL
1666,2006,2.6345136165618896,BOL
1667,2007,2.655317783355713,BOL
1668,2008,2.676286220550537,BOL
1669,2009,2.697420358657837,BOL
1670,2010,2.718721389770508,BOL
1671,2011,2.745150327682495,BOL
1672,2012,2.771836042404175,BOL
1673,2013,2.798781394958496,BOL
1674,2014,2.82598876953125,BOL
1675,2015,2.8534605503082275,BOL
1676,2016,2.8811991214752197,BOL
1677,2017,2.909207582473755,BOL
1678,2018,2.937488317489624,BOL
1679,2019,2.966043710708618,BOL
1680,1950,1.3004438877105713,BRA
1681,1951,1.3080934286117554,BRA
1682,1952,1.3157881498336792,BRA
1683,1953,1.3235279321670532,BRA
1684,1954,1.3313133716583252,BRA
1685,1955,1.3391445875167847,BRA
1686,1956,1.3503466844558716,BRA
1687,1957,1.3616424798965454,BRA
1688,1958,1.3730326890945435,BRA
1689,1959,1.3845182657241821,BRA
1690,1960,1.3960999250411987,BRA
1691,1961,1.4065932035446167,BRA
1692,1962,1.4171652793884277,BRA
1693,1963,1.4278168678283691,BRA
1694,1964,1.4385484457015991,BRA
1695,1965,1.449360728263855,BRA
1696,1966,1.461910367012024,BRA
1697,1967,1.4745686054229736,BRA
1698,1968,1.4873363971710205,BRA
1699,1969,1.5002148151397705,BRA
1700,1970,1.51320481300354,BRA
1701,1971,1.5021965503692627,BRA
1702,1972,1.4912683963775635,BRA
1703,1973,1.4804198741912842,BRA
1704,1974,1.469650149345398,BRA
1705,1975,1.4589587450027466,BRA
1706,1976,1.463446855545044,BRA
1707,1977,1.4679487943649292,BRA
1708,1978,1.4724645614624023,BRA
1709,1979,1.476994276046753,BRA
1710,1980,1.4815378189086914,BRA
1711,1981,1.5079419612884521,BRA
1712,1982,1.5348166227340698,BRA
1713,1983,1.562170147895813,BRA
1714,1984,1.5900112390518188,BRA
1715,1985,1.6183485984802246,BRA
1716,1986,1.638026475906372,BRA
1717,1987,1.657943844795227,BRA
1718,1988,1.6781032085418701,BRA
1719,1989,1.6985077857971191,BRA
1720,1990,1.7166913747787476,BRA
1721,1991,1.7446271181106567,BRA
1722,1992,1.7730175256729126,BRA
1723,1993,1.8018697500228882,BRA
1724,1994,1.8311915397644043,BRA
1725,1995,1.8609905242919922,BRA
1726,1996,1.8964483737945557,BRA
1727,1997,1.9325817823410034,BRA
1728,1998,1.969403862953186,BRA
1729,1999,2.006927251815796,BRA
1730,2000,2.045165777206421,BRA
1731,2001,2.0859029293060303,BRA
1732,2002,2.1274518966674805,BRA
1733,2003,2.169828176498413,BRA
1734,2004,2.2130486965179443,BRA
1735,2005,2.2571301460266113,BRA
1736,2006,2.2988085746765137,BRA
1737,2007,2.3412563800811768,BRA
1738,2008,2.384488344192505,BRA
1739,2009,2.428518533706665,BRA
1740,2010,2.4733617305755615,BRA
1741,2011,2.5608959197998047,BRA
1742,2012,2.6218743324279785,BRA
1743,2013,2.684304714202881,BRA
1744,2014,2.7482216358184814,BRA
1745,2015,2.8136603832244873,BRA
1746,2016,2.880657434463501,BRA
1747,2017,2.9492499828338623,BRA
1748,2018,3.0194754600524902,BRA
1749,2019,3.0913732051849365,BRA
1750,1950,,BRB
1751,1951,,BRB
1752,1952,,BRB
1753,1953,,BRB
1754,1954,,BRB
1755,1955,,BRB
1756,1956,,BRB
1757,1957,,BRB
1758,1958,,BRB
1759,1959,,BRB
1760,1960,1.876967430114746,BRB
1761,1961,1.9239314794540405,BRB
1762,1962,1.9720706939697266,BRB
1763,1963,2.021414279937744,BRB
1764,1964,2.0719926357269287,BRB
1765,1965,2.1238365173339844,BRB
1766,1966,2.196986198425293,BRB
1767,1967,2.272655487060547,BRB
1768,1968,2.35093092918396,BRB
1769,1969,2.4319024085998535,BRB
1770,1970,2.515662670135498,BRB
1771,1971,2.479379177093506,BRB
1772,1972,2.4436192512512207,BRB
1773,1973,2.4083752632141113,BRB
1774,1974,2.3736393451690674,BRB
1775,1975,2.339404582977295,BRB
1776,1976,2.301060676574707,BRB
1777,1977,2.26334547996521,BRB
1778,1978,2.226248264312744,BRB
1779,1979,2.1897590160369873,BRB
1780,1980,2.1538679599761963,BRB
1781,1981,2.2006216049194336,BRB
1782,1982,2.248389959335327,BRB
1783,1983,2.2971954345703125,BRB
1784,1984,2.347060203552246,BRB
1785,1985,2.398007392883301,BRB
1786,1986,2.4333269596099854,BRB
1787,1987,2.4691669940948486,BRB
1788,1988,2.5055348873138428,BRB
1789,1989,2.542438507080078,BRB
1790,1990,2.5733652114868164,BRB
1791,1991,2.595482587814331,BRB
1792,1992,2.6177902221679688,BRB
1793,1993,2.640289306640625,BRB
1794,1994,2.6629819869995117,BRB
1795,1995,2.6858696937561035,BRB
1796,1996,2.6849899291992188,BRB
1797,1997,2.684110164642334,BRB
1798,1998,2.6832308769226074,BRB
1799,1999,2.68235182762146,BRB
1800,2000,2.6814732551574707,BRB
1801,2001,2.6999950408935547,BRB
1802,2002,2.7186450958251953,BRB
1803,2003,2.737423896789551,BRB
1804,2004,2.7563323974609375,BRB
1805,2005,2.7753713130950928,BRB
1806,2006,2.780299425125122,BRB
1807,2007,2.785236120223999,BRB
1808,2008,2.790181875228882,BRB
1809,2009,2.7951362133026123,BRB
1810,2010,2.8000993728637695,BRB
1811,2011,2.8051135540008545,BRB
1812,2012,2.8101508617401123,BRB
1813,2013,2.815211534500122,BRB
1814,2014,2.820295572280884,BRB
1815,2015,2.8254032135009766,BRB
1816,2016,2.8305346965789795,BRB
1817,2017,2.8356900215148926,BRB
1818,2018,2.840869188308716,BRB
1819,2019,2.8460724353790283,BRB
1820,1950,,BRN
1821,1951,,BRN
1822,1952,,BRN
1823,1953,,BRN
1824,1954,,BRN
1825,1955,,BRN
1826,1956,,BRN
1827,1957,,BRN
1828,1958,,BRN
1829,1959,,BRN
1830,1960,,BRN
1831,1961,,BRN
1832,1962,,BRN
1833,1963,,BRN
1834,1964,,BRN
1835,1965,,BRN
1836,1966,,BRN
