,year,hc,country
10807,1977,2.8698840141296387,SWE
10808,1978,2.89157772064209,SWE
10809,1979,2.913435459136963,SWE
10810,1980,2.9354584217071533,SWE
10811,1981,2.954866409301758,SWE
10812,1982,2.974403142929077,SWE
10813,1983,2.9940688610076904,SWE
10814,1984,3.013864517211914,SWE
10815,1985,3.0337908267974854,SWE
10816,1986,3.053849458694458,SWE
10817,1987,3.074040412902832,SWE
10818,1988,3.094364881515503,SWE
10819,1989,3.114823579788208,SWE
10820,1990,3.1354176998138428,SWE
10821,1991,3.140028476715088,SWE
10822,1992,3.144645929336548,SWE
10823,1993,3.149270534515381,SWE
10824,1994,3.1539018154144287,SWE
10825,1995,3.1585395336151123,SWE
10826,1996,3.163184404373169,SWE
10827,1997,3.1678361892700195,SWE
10828,1998,3.172494649887085,SWE
10829,1999,3.1771600246429443,SWE
10830,2000,3.1818320751190186,SWE
10831,2001,3.1979312896728516,SWE
10832,2002,3.2141120433807373,SWE
10833,2003,3.230374574661255,SWE
10834,2004,3.2467191219329834,SWE
10835,2005,3.2631468772888184,SWE
10836,2006,3.2796573638916016,SWE
10837,2007,3.2962515354156494,SWE
10838,2008,3.312929391860962,SWE
10839,2009,3.3296921253204346,SWE
10840,2010,3.346539258956909,SWE
10841,2011,3.3563618659973145,SWE
10842,2012,3.366213083267212,SWE
10843,2013,3.3760931491851807,SWE
10844,2014,3.386002540588379,SWE
10845,2015,3.3959405422210693,SWE
10846,2016,3.4059081077575684,SWE
10847,2017,3.4159047603607178,SWE
10848,2018,3.425930976867676,SWE
10849,2019,3.435986280441284,SWE
10850,1950,,SWZ
10851,1951,,SWZ
10852,1952,,SWZ
10853,1953,,SWZ
10854,1954,,SWZ
10855,1955,,SWZ
10856,1956,,SWZ
10857,1957,,SWZ
10858,1958,,SWZ
10859,1959,,SWZ
10860,1960,,SWZ
10861,1961,,SWZ
10862,1962,,SWZ
10863,1963,,SWZ
10864,1964,,SWZ
10865,1965,,SWZ
10866,1966,,SWZ
10867,1967,,SWZ
10868,1968,,SWZ
10869,1969,,SWZ
10870,1970,1.3377877473831177,SWZ
10871,1971,1.3624638319015503,SWZ
10872,1972,1.3875950574874878,SWZ
10873,1973,1.4131898880004883,SWZ
10874,1974,1.4392566680908203,SWZ
10875,1975,1.4658044576644897,SWZ
10876,1976,1.4934879541397095,SWZ
10877,1977,1.521694302558899,SWZ
10878,1978,1.5504335165023804,SWZ
10879,1979,1.579715371131897,SWZ
10880,1980,1.6095502376556396,SWZ
10881,1981,1.6373250484466553,SWZ
10882,1982,1.665579080581665,SWZ
10883,1983,1.6943206787109375,SWZ
10884,1984,1.7200003862380981,SWZ
10885,1985,1.7423244714736938,SWZ
10886,1986,1.7478069067001343,SWZ
10887,1987,1.7533066272735596,SWZ
10888,1988,1.7588236331939697,SWZ
10889,1989,1.7643580436706543,SWZ
10890,1990,1.7699098587036133,SWZ
10891,1991,1.766300916671753,SWZ
10892,1992,1.7626993656158447,SWZ
10893,1993,1.7591052055358887,SWZ
10894,1994,1.7555183172225952,SWZ
10895,1995,1.7519387006759644,SWZ
10896,1996,1.738208532333374,SWZ
10897,1997,1.7245858907699585,SWZ
10898,1998,1.7110700607299805,SWZ
10899,1999,1.6939207315444946,SWZ
10900,2000,1.6763302087783813,SWZ
10901,2001,1.6440346240997314,SWZ
10902,2002,1.6123613119125366,SWZ
10903,2003,1.5812982320785522,SWZ
10904,2004,1.5508335828781128,SWZ
10905,2005,1.5209559202194214,SWZ
10906,2006,1.5576432943344116,SWZ
10907,2007,1.5952156782150269,SWZ
10908,2008,1.6336944103240967,SWZ
10909,2009,1.6731011867523193,SWZ
10910,2010,1.7123980522155762,SWZ
10911,2011,1.7484275102615356,SWZ
10912,2012,1.7871230840682983,SWZ
10913,2013,1.8287273645401,SWZ
10914,2014,1.873510718345642,SWZ
10915,2015,1.9217743873596191,SWZ
10916,2016,1.9738552570343018,SWZ
10917,2017,2.03013014793396,SWZ
10918,2018,2.0910229682922363,SWZ
10919,2019,2.1570098400115967,SWZ
10920,1950,,SXM
10921,1951,,SXM
10922,1952,,SXM
10923,1953,,SXM
10924,1954,,SXM
10925,1955,,SXM
10926,1956,,SXM
10927,1957,,SXM
10928,1958,,SXM
10929,1959,,SXM
10930,1960,,SXM
10931,1961,,SXM
10932,1962,,SXM
10933,1963,,SXM
10934,1964,,SXM
10935,1965,,SXM
10936,1966,,SXM
10937,1967,,SXM
10938,1968,,SXM
10939,1969,,SXM
10940,1970,,SXM
10941,1971,,SXM
10942,1972,,SXM
10943,1973,,SXM
10944,1974,,SXM
10945,1975,,SXM
10946,1976,,SXM
10947,1977,,SXM
10948,1978,,SXM
10949,1979,,SXM
10950,1980,,SXM
10951,1981,,SXM
10952,1982,,SXM
10953,1983,,SXM
10954,1984,,SXM
10955,1985,,SXM
10956,1986,,SXM
10957,1987,,SXM
10958,1988,,SXM
10959,1989,,SXM
10960,1990,,SXM
10961,1991,,SXM
10962,1992,,SXM
10963,1993,,SXM
10964,1994,,SXM
10965,1995,,SXM
10966,1996,,SXM
10967,1997,,SXM
10968,1998,,SXM
10969,1999,,SXM
10970,2000,,SXM
10971,2001,,SXM
10972,2002,,SXM
10973,2003,,SXM
10974,2004,,SXM
10975,2005,,SXM
10976,2006,,SXM
10977,2007,,SXM
10978,2008,,SXM
10979,2009,,SXM
10980,2010,,SXM
10981,2011,,SXM
10982,2012,,SXM
10983,2013,,SXM
10984,2014,,SXM
10985,2015,,SXM
10986,2016,,SXM
10987,2017,,SXM
10988,2018,,SXM
10989,2019,,SXM
10990,1950,,SYC
10991,1951,,SYC
10992,1952,,SYC
10993,1953,,SYC
10994,1954,,SYC
10995,1955,,SYC
10996,1956,,SYC
10997,1957,,SYC
10998,1958,,SYC
10999,1959,,SYC
11000,1960,,SYC
11001,1961,,SYC
11002,1962,,SYC
11003,1963,,SYC
11004,1964,,SYC
11005,1965,,SYC
11006,1966,,SYC
11007,1967,,SYC
11008,1968,,SYC
11009,1969,,SYC
11010,1970,,SYC
11011,1971,,SYC
11012,1972,,SYC
11013,1973,,SYC
11014,1974,,SYC
11015,1975,,SYC
11016,1976,,SYC
11017,1977,,SYC
11018,1978,,SYC
11019,1979,,SYC
11020,1980,,SYC
11021,1981,,SYC
11022,1982,,SYC
11023,1983,,SYC
11024,1984,,SYC
11025,1985,,SYC
11026,1986,,SYC
11027,1987,,SYC
11028,1988,,SYC
11029,1989,,SYC
11030,1990,,SYC
11031,1991,,SYC
11032,1992,,SYC
11033,1993,,SYC
11034,1994,,SYC
11035,1995,,SYC
11036,1996,,SYC
11037,1997,,SYC
11038,1998,,SYC
11039,1999,,SYC
11040,2000,,SYC
11041,2001,,SYC
11042,2002,,SYC
11043,2003,,SYC
11044,2004,,SYC
11045,2005,,SYC
11046,2006,,SYC
11047,2007,,SYC
11048,2008,,SYC
11049,2009,,SYC
11050,2010,,SYC
11051,2011,,SYC
11052,2012,,SYC
11053,2013,,SYC
11054,2014,,SYC
11055,2015,,SYC
11056,2016,,SYC
11057,2017,,SYC
11058,2018,,SYC
11059,2019,,SYC
11060,1950,,SYR
11061,1951,,SYR
11062,1952,,SYR
11063,1953,,SYR
11064,1954,,SYR
11065,1955,,SYR
11066,1956,,SYR
11067,1957,,SYR
11068,1958,,SYR
11069,1959,,SYR
11070,1960,1.2256593704223633,SYR
11071,1961,1.2354527711868286,SYR
11072,1962,1.2453243732452393,SYR
11073,1963,1.2552748918533325,SYR
11074,1964,1.2653049230575562,SYR
11075,1965,1.275415062904358,SYR
11076,1966,1.2856059074401855,SYR
11077,1967,1.295878291130066,SYR
11078,1968,1.3062326908111572,SYR
11079,1969,1.3166699409484863,SYR
11080,1970,1.3271905183792114,SYR
11081,1971,1.3441402912139893,SYR
11082,1972,1.3613065481185913,SYR
11083,1973,1.3786921501159668,SYR
11084,1974,1.3962996006011963,SYR
11085,1975,1.414131999015808,SYR
11086,1976,1.4321922063827515,SYR
11087,1977,1.4504830837249756,SYR
11088,1978,1.4690073728561401,SYR
11089,1979,1.4877684116363525,SYR
11090,1980,1.506769061088562,SYR
11091,1981,1.5312049388885498,SYR
11092,1982,1.556037187576294,SYR
11093,1983,1.5812722444534302,SYR
11094,1984,1.6069164276123047,SYR
11095,1985,1.6329765319824219,SYR
11096,1986,1.6594593524932861,SYR
11097,1987,1.6863715648651123,SYR
11098,1988,1.7125952243804932,SYR
11099,1989,1.7334877252578735,SYR
11100,1990,1.754635214805603,SYR
11101,1991,1.791771411895752,SYR
11102,1992,1.8296936750411987,SYR
11103,1993,1.8684184551239014,SYR
11104,1994,1.9079627990722656,SYR
11105,1995,1.948344111442566,SYR
11106,1996,1.9895800352096558,SYR
11107,1997,2.031688690185547,SYR
11108,1998,2.074688673019409,SYR
11109,1999,2.118598699569702,SYR
11110,2000,2.163438081741333,SYR
11111,2001,2.184819459915161,SYR
11112,2002,2.2064123153686523,SYR
11113,2003,2.2282185554504395,SYR
11114,2004,2.2502403259277344,SYR
11115,2005,2.27247953414917,SYR
11116,2006,2.294938564300537,SYR
11117,2007,2.317619562149048,SYR
11118,2008,2.340524911880493,SYR
11119,2009,2.363656520843506,SYR
11120,2010,2.387016773223877,SYR
11121,2011,2.412527084350586,SYR
11122,2012,2.43868350982666,SYR
11123,2013,2.465506076812744,SYR
11124,2014,2.4930167198181152,SYR
11125,2015,2.5212371349334717,SYR
11126,2016,2.5501904487609863,SYR
11127,2017,2.5733754634857178,SYR
11128,2018,2.593813180923462,SYR
11129,2019,2.614711046218872,SYR
11130,1950,,TCA
11131,1951,,TCA
11132,1952,,TCA
11133,1953,,TCA
11134,1954,,TCA
11135,1955,,TCA
11136,1956,,TCA
11137,1957,,TCA
11138,1958,,TCA
11139,1959,,TCA
11140,1960,,TCA
11141,1961,,TCA
11142,1962,,TCA
11143,1963,,TCA
11144,1964,,TCA
11145,1965,,TCA
11146,1966,,TCA
11147,1967,,TCA
11148,1968,,TCA
11149,1969,,TCA
11150,1970,,TCA
11151,1971,,TCA
11152,1972,,TCA
11153,1973,,TCA
11154,1974,,TCA
11155,1975,,TCA
11156,1976,,TCA
11157,1977,,TCA
11158,1978,,TCA
11159,1979,,TCA
11160,1980,,TCA
11161,1981,,TCA
11162,1982,,TCA
11163,1983,,TCA
11164,1984,,TCA
11165,1985,,TCA
11166,1986,,TCA
11167,1987,,TCA
11168,1988,,TCA
11169,1989,,TCA
11170,1990,,TCA
11171,1991,,TCA
11172,1992,,TCA
11173,1993,,TCA
11174,1994,,TCA
11175,1995,,TCA
11176,1996,,TCA
11177,1997,,TCA
11178,1998,,TCA
11179,1999,,TCA
11180,2000,,TCA
11181,2001,,TCA
11182,2002,,TCA
11183,2003,,TCA
11184,2004,,TCA
11185,2005,,TCA
11186,2006,,TCA
11187,2007,,TCA
11188,2008,,TCA
11189,2009,,TCA
11190,2010,,TCA
11191,2011,,TCA
11192,2012,,TCA
11193,2013,,TCA
11194,2014,,TCA
11195,2015,,TCA
11196,2016,,TCA
11197,2017,,TCA
11198,2018,,TCA
11199,2019,,TCA
11200,1950,,TCD
11201,1951,,TCD
11202,1952,,TCD
11203,1953,,TCD
11204,1954,,TCD
11205,1955,,TCD
11206,1956,,TCD
11207,1957,,TCD
11208,1958,,TCD
11209,1959,,TCD
11210,1960,,TCD
11211,1961,,TCD
11212,1962,,TCD
11213,1963,,TCD
11214,1964,,TCD
11215,1965,,TCD
11216,1966,,TCD
11217,1967,,TCD
11218,1968,,TCD
11219,1969,,TCD
11220,1970,,TCD
11221,1971,,TCD
11222,1972,,TCD
11223,1973,,TCD
11224,1974,,TCD
11225,1975,,TCD
11226,1976,,TCD
11227,1977,,TCD
11228,1978,,TCD
11229,1979,,TCD
11230,1980,,TCD
11231,1981,,TCD
11232,1982,,TCD
11233,1983,,TCD
11234,1984,,TCD
11235,1985,,TCD
11236,1986,,TCD
11237,1987,,TCD
11238,1988,,TCD
11239,1989,,TCD
11240,1990,,TCD
11241,1991,,TCD
11242,1992,,TCD
11243,1993,,TCD
11244,1994,,TCD
11245,1995,,TCD
11246,1996,,TCD
11247,1997,,TCD
11248,1998,,TCD
11249,1999,,TCD
11250,2000,,TCD
11251,2001,,TCD
11252,2002,,TCD
11253,2003,,TCD
11254,2004,,TCD
11255,2005,,TCD
11256,2006,,TCD
11257,2007,,TCD
11258,2008,,TCD
11259,2009,,TCD
11260,2010,,TCD
11261,2011,,TCD
11262,2012,,TCD
11263,2013,,TCD
11264,2014,,TCD
11265,2015,,TCD
11266,2016,,TCD
11267,2017,,TCD
11268,2018,,TCD
11269,2019,,TCD
11270,1950,,TGO
11271,1951,,TGO
11272,1952,,TGO
11273,1953,,TGO
11274,1954,,TGO
11275,1955,,TGO
11276,1956,,TGO
11277,1957,,TGO
11278,1958,,TGO
11279,1959,,TGO
11280,1960,1.0476036071777344,TGO
11281,1961,1.0497819185256958,TGO
11282,1962,1.0519648790359497,TGO
11283,1963,1.0541523694992065,TGO
11284,1964,1.0563442707061768,TGO
11285,1965,1.0585408210754395,TGO
11286,1966,1.0602365732192993,TGO
11287,1967,1.0619350671768188,TGO
11288,1968,1.0636361837387085,TGO
11289,1969,1.0653401613235474,TGO
11290,1970,1.0670467615127563,TGO
11291,1971,1.0825622081756592,TGO
11292,1972,1.098303198814392,TGO
11293,1973,1.114273190498352,TGO
11294,1974,1.1304752826690674,TGO
11295,1975,1.1469130516052246,TGO
11296,1976,1.1685432195663452,TGO
11297,1977,1.1905814409255981,TGO
11298,1978,1.213035225868225,TGO
11299,1979,1.2359124422073364,TGO
11300,1980,1.2592211961746216,TGO
11301,1981,1.2812262773513794,TGO
11302,1982,1.303615927696228,TGO
11303,1983,1.3263968229293823,TGO
11304,1984,1.3495757579803467,TGO
11305,1985,1.3731598854064941,TGO
11306,1986,1.396164894104004,TGO
11307,1987,1.419555425643921,TGO
11308,1988,1.4433376789093018,TGO
11309,1989,1.4675184488296509,TGO
11310,1990,1.4921042919158936,TGO
11311,1991,1.513903021812439,TGO
11312,1992,1.5360201597213745,TGO
11313,1993,1.5584604740142822,TGO
11314,1994,1.5812286138534546,TGO
11315,1995,1.6043294668197632,TGO
11316,1996,1.6237468719482422,TGO
11317,1997,1.6433993577957153,TGO
11318,1998,1.6632896661758423,TGO
11319,1999,1.6834206581115723,TGO
11320,2000,1.703795313835144,TGO
11321,2001,1.7139009237289429,TGO
11322,2002,1.7227330207824707,TGO
11323,2003,1.731610655784607,TGO
11324,2004,1.7405340671539307,TGO
11325,2005,1.7495033740997314,TGO
11326,2006,1.7528635263442993,TGO
11327,2007,1.7562299966812134,TGO
11328,2008,1.7596030235290527,TGO
11329,2009,1.7629826068878174,TGO
11330,2010,1.7663685083389282,TGO
11331,2011,1.7698066234588623,TGO
11332,2012,1.7732665538787842,TGO
11333,2013,1.776748776435852,TGO
11334,2014,1.780253291130066,TGO
11335,2015,1.7837804555892944,TGO
11336,2016,1.7873303890228271,TGO
11337,2017,1.7909032106399536,TGO
11338,2018,1.7944990396499634,TGO
11339,2019,1.798118233680725,TGO
11340,1950,1.211704134941101,THA
11341,1951,1.2247679233551025,THA
11342,1952,1.2379724979400635,THA
11343,1953,1.251319408416748,THA
11344,1954,1.2648102045059204,THA
11345,1955,1.2784465551376343,THA
11346,1956,1.2917343378067017,THA
11347,1957,1.3051602840423584,THA
11348,1958,1.3187257051467896,THA
11349,1959,1.3324321508407593,THA
11350,1960,1.3462810516357422,THA
11351,1961,1.3547674417495728,THA
11352,1962,1.3633073568344116,THA
11353,1963,1.371901035308838,THA
11354,1964,1.3805489540100098,THA
11355,1965,1.3892513513565063,THA
11356,1966,1.3980085849761963,THA
11357,1967,1.4068210124969482,THA
11358,1968,1.4156889915466309,THA
11359,1969,1.4246128797531128,THA
11360,1970,1.4335930347442627,THA
11361,1971,1.445798635482788,THA
11362,1972,1.4581080675125122,THA
11363,1973,1.470522403717041,THA
11364,1974,1.4830423593521118,THA
11365,1975,1.495668888092041,THA
11366,1976,1.508402943611145,THA
11367,1977,1.5212453603744507,THA
11368,1978,1.534197211265564,THA
11369,1979,1.5472593307495117,THA
11370,1980,1.5604325532913208,THA
11371,1981,1.6126773357391357,THA
11372,1982,1.6666712760925293,THA
11373,1983,1.7191839218139648,THA
11374,1984,1.7623921632766724,THA
11375,1985,1.8066864013671875,THA
11376,1986,1.8520939350128174,THA
11377,1987,1.8986425399780273,THA
11378,1988,1.9463611841201782,THA
11379,1989,1.9952789545059204,THA
11380,1990,2.045426368713379,THA
11381,1991,2.0642364025115967,THA
11382,1992,2.083219528198242,THA
11383,1993,2.10237717628479,THA
11384,1994,2.121711015701294,THA
11385,1995,2.1412224769592285,THA
11386,1996,2.1609134674072266,THA
11387,1997,2.180785655975342,THA
11388,1998,2.200840473175049,THA
11389,1999,2.2210798263549805,THA
11390,2000,2.2415051460266113,THA
11391,2001,2.2708401679992676,THA
11392,2002,2.3005590438842773,THA
11393,2003,2.3306665420532227,THA
11394,2004,2.361168384552002,THA
11395,2005,2.3920693397521973,THA
11396,2006,2.423374652862549,THA
11397,2007,2.455089569091797,THA
11398,2008,2.48721981048584,THA
11399,2009,2.519770383834839,THA
11400,2010,2.5527467727661133,THA
11401,2011,2.579838275909424,THA
11402,2012,2.6052534580230713,THA
11403,2013,2.6313772201538086,THA
11404,2014,2.658234119415283,THA
11405,2015,2.685849905014038,THA
11406,2016,2.7142508029937744,THA
11407,2017,2.743464708328247,THA
11408,2018,2.7735207080841064,THA
11409,2019,2.8044486045837402,THA
11410,1950,,TJK
11411,1951,,TJK
11412,1952,,TJK
11413,1953,,TJK
11414,1954,,TJK
11415,1955,,TJK
11416,1956,,TJK
11417,1957,,TJK
11418,1958,,TJK
11419,1959,,TJK
11420,1960,,TJK
11421,1961,,TJK
11422,1962,,TJK
11423,1963,,TJK
11424,1964,,TJK
11425,1965,,TJK
11426,1966,,TJK
11427,1967,,TJK
11428,1968,,TJK
11429,1969,,TJK
11430,1970,,TJK
11431,1971,,TJK
11432,1972,,TJK
11433,1973,,TJK
11434,1974,,TJK
11435,1975,,TJK
11436,1976,,TJK
11437,1977,,TJK
11438,1978,,TJK
11439,1979,,TJK
11440,1980,,TJK
11441,1981,,TJK
11442,1982,,TJK
11443,1983,,TJK
11444,1984,,TJK
11445,1985,,TJK
11446,1986,,TJK
11447,1987,,TJK
11448,1988,,TJK
11449,1989,,TJK
11450,1990,2.847841739654541,TJK
11451,1991,2.8865389823913574,TJK
11452,1992,2.925762176513672,TJK
11453,1993,2.9655184745788574,TJK
11454,1994,3.005815029144287,TJK
11455,1995,3.046658754348755,TJK
11456,1996,3.069699764251709,TJK
11457,1997,3.0929152965545654,TJK
11458,1998,3.1163060665130615,TJK
11459,1999,3.13987398147583,TJK
11460,2000,3.1636199951171875,TJK
11461,2001,3.164700508117676,TJK
11462,2002,3.165781259536743,TJK
11463,2003,3.1668624877929688,TJK
11464,2004,3.1679439544677734,TJK
11465,2005,3.1690261363983154,TJK
11466,2006,3.158856153488159,TJK
11467,2007,3.1487185955047607,TJK
11468,2008,3.1386139392852783,TJK
11469,2009,3.1285414695739746,TJK
11470,2010,3.1185014247894287,TJK
11471,2011,3.108621597290039,TJK
11472,2012,3.0988149642944336,TJK
11473,2013,3.089081048965454,TJK
11474,2014,3.0794193744659424,TJK
11475,2015,3.069828987121582,TJK
11476,2016,3.060309410095215,TJK
11477,2017,3.0508599281311035,TJK
11478,2018,3.0414795875549316,TJK
11479,2019,3.03216814994812,TJK
11480,1950,,TKM
11481,1951,,TKM
11482,1952,,TKM
11483,1953,,TKM
11484,1954,,TKM
11485,1955,,TKM
11486,1956,,TKM
11487,1957,,TKM
11488,1958,,TKM
11489,1959,,TKM
11490,1960,,TKM
11491,1961,,TKM
11492,1962,,TKM
11493,1963,,TKM
11494,1964,,TKM
11495,1965,,TKM
11496,1966,,TKM
11497,1967,,TKM
11498,1968,,TKM
11499,1969,,TKM
11500,1970,,TKM
11501,1971,,TKM
11502,1972,,TKM
11503,1973,,TKM
11504,1974,,TKM
11505,1975,,TKM
11506,1976,,TKM
11507,1977,,TKM
11508,1978,,TKM
11509,1979,,TKM
11510,1980,,TKM
11511,1981,,TKM
11512,1982,,TKM
11513,1983,,TKM
11514,1984,,TKM
11515,1985,,TKM
11516,1986,,TKM
11517,1987,,TKM
11518,1988,,TKM
11519,1989,,TKM
11520,1990,,TKM
11521,1991,,TKM
11522,1992,,TKM
11523,1993,,TKM
11524,1994,,TKM
11525,1995,,TKM
11526,1996,,TKM
11527,1997,,TKM
11528,1998,,TKM
11529,1999,,TKM
11530,2000,,TKM
11531,2001,,TKM
11532,2002,,TKM
11533,2003,,TKM
11534,2004,,TKM
11535,2005,,TKM
11536,2006,,TKM
11537,2007,,TKM
11538,2008,,TKM
11539,2009,,TKM
11540,2010,,TKM
11541,2011,,TKM
11542,2012,,TKM
11543,2013,,TKM
11544,2014,,TKM
11545,2015,,TKM
11546,2016,,TKM
11547,2017,,TKM
11548,2018,,TKM
11549,2019,,TKM
11550,1950,1.818294644355774,TTO
11551,1951,1.832988977432251,TTO
11552,1952,1.8478021621704102,TTO
11553,1953,1.8627350330352783,TTO
11554,1954,1.8777886629104614,TTO
11555,1955,1.8929638862609863,TTO
11556,1956,1.899745225906372,TTO
11557,1957,1.9065510034561157,TTO
11558,1958,1.9133810997009277,TTO
11559,1959,1.9202356338500977,TTO
11560,1960,1.927114725112915,TTO
11561,1961,1.939079999923706,TTO
11562,1962,1.9511195421218872,TTO
11563,1963,1.9632338285446167,TTO
11564,1964,1.9754233360290527,TTO
11565,1965,1.9876885414123535,TTO
11566,1966,1.9957770109176636,TTO
11567,1967,2.0038983821868896,TTO
11568,1968,2.0120530128479004,TTO
11569,1969,2.0202407836914062,TTO
11570,1970,2.0284616947174072,TTO
11571,1971,2.056300401687622,TTO
11572,1972,2.0845212936401367,TTO
11573,1973,2.113129138946533,TTO
11574,1974,2.142129898071289,TTO
11575,1975,2.1715285778045654,TTO
11576,1976,2.198521614074707,TTO
11577,1977,2.2258501052856445,TTO
11578,1978,2.2535183429718018,TTO
11579,1979,2.2815303802490234,TTO
11580,1980,2.3098907470703125,TTO
11581,1981,2.3359081745147705,TTO
11582,1982,2.3622188568115234,TTO
11583,1983,2.3888256549835205,TTO
11584,1984,2.4157323837280273,TTO
11585,1985,2.4429421424865723,TTO
11586,1986,2.462799310684204,TTO
11587,1987,2.482818126678467,TTO
11588,1988,2.502999782562256,TTO
11589,1989,2.5233452320098877,TTO
11590,1990,2.543856143951416,TTO
11591,1991,2.570188283920288,TTO
11592,1992,2.591437339782715,TTO
11593,1993,2.6128621101379395,TTO
11594,1994,2.6344640254974365,TTO
11595,1995,2.6562445163726807,TTO
11596,1996,2.6788482666015625,TTO
11597,1997,2.7016444206237793,TTO
11598,1998,2.7246344089508057,TTO
11599,1999,2.7478199005126953,TTO
11600,2000,2.77120304107666,TTO
11601,2001,2.794570207595825,TTO
11602,2002,2.818134307861328,TTO
11603,2003,2.8418972492218018,TTO
11604,2004,2.8658604621887207,TTO
11605,2005,2.8900256156921387,TTO
11606,2006,2.9131431579589844,TTO
11607,2007,2.936445713043213,TTO
11608,2008,2.9599344730377197,TTO
11609,2009,2.9836111068725586,TTO
11610,2010,3.007477283477783,TTO
11611,2011,3.016028642654419,TTO
11612,2012,3.024604558944702,TTO
11613,2013,3.0332045555114746,TTO
11614,2014,3.0418291091918945,TTO
11615,2015,3.050478219985962,TTO
11616,2016,3.0591518878936768,TTO
11617,2017,3.067850112915039,TTO
11618,2018,3.076573133468628,TTO
11619,2019,3.0853209495544434,TTO
11620,1950,,TUN
11621,1951,,TUN
11622,1952,,TUN
11623,1953,,TUN
11624,1954,,TUN
11625,1955,,TUN
11626,1956,,TUN
11627,1957,,TUN
11628,1958,,TUN
11629,1959,,TUN
11630,1960,1.0895830392837524,TUN
11631,1961,1.0922871828079224,TUN
11632,1962,1.0949978828430176,TUN
11633,1963,1.0977153778076172,TUN
11634,1964,1.1004395484924316,TUN
11635,1965,1.1031705141067505,TUN
11636,1966,1.1112446784973145,TUN
11637,1967,1.119377851486206,TUN
11638,1968,1.1275705099105835,TUN
11639,1969,1.1358232498168945,TUN
11640,1970,1.1441363096237183,TUN
11641,1971,1.1535530090332031,TUN
11642,1972,1.1630470752716064,TUN
11643,1973,1.1726194620132446,TUN
11644,1974,1.1822705268859863,TUN
11645,1975,1.1920009851455688,TUN
11646,1976,1.2149937152862549,TUN
11647,1977,1.2384299039840698,TUN
11648,1978,1.2623181343078613,TUN
11649,1979,1.2866672277450562,TUN
11650,1980,1.311486005783081,TUN
11651,1981,1.3325995206832886,TUN
11652,1982,1.354053020477295,TUN
11653,1983,1.3758518695831299,TUN
11654,1984,1.3980015516281128,TUN
11655,1985,1.4205079078674316,TUN
11656,1986,1.4517464637756348,TUN
11657,1987,1.4836721420288086,TUN
11658,1988,1.5162997245788574,TUN
11659,1989,1.549644947052002,TUN
11660,1990,1.5837233066558838,TUN
11661,1991,1.6137871742248535,TUN
11662,1992,1.6444218158721924,TUN
11663,1993,1.6756378412246704,TUN
11664,1994,1.707446575164795,TUN
11665,1995,1.7322471141815186,TUN
11666,1996,1.7593605518341064,TUN
11667,1997,1.7868982553482056,TUN
11668,1998,1.8148671388626099,TUN
11669,1999,1.843273639678955,TUN
11670,2000,1.8721247911453247,TUN
11671,2001,1.9044214487075806,TUN
11672,2002,1.9372752904891968,TUN
11673,2003,1.9706957340240479,TUN
11674,2004,2.004693031311035,TUN
11675,2005,2.039276599884033,TUN
11676,2006,2.073808431625366,TUN
11677,2007,2.1089253425598145,TUN
11678,2008,2.144636631011963,TUN
11679,2009,2.180952787399292,TUN
11680,2010,2.217883825302124,TUN
11681,2011,2.273303270339966,TUN
11682,2012,2.3301072120666504,TUN
11683,2013,2.3883309364318848,TUN
11684,2014,2.4480092525482178,TUN
11685,2015,2.509178876876831,TUN
11686,2016,2.567984104156494,TUN
11687,2017,2.6110117435455322,TUN
11688,2018,2.6547598838806152,TUN
11689,2019,2.6992413997650146,TUN
11690,1950,1.1417694091796875,TUR
11691,1951,1.1495553255081177,TUR
11692,1952,1.1573941707611084,TUR
11693,1953,1.165286660194397,TUR
11694,1954,1.1732327938079834,TUR
11695,1955,1.1812331676483154,TUR
11696,1956,1.1891695261001587,TUR
11697,1957,1.1971590518951416,TUR
11698,1958,1.205202341079712,TUR
11699,1959,1.2132996320724487,TUR
11700,1960,1.2214514017105103,TUR
11701,1961,1.2343212366104126,TUR
11702,1962,1.2473266124725342,TUR
11703,1963,1.2604690790176392,TUR
11704,1964,1.2737499475479126,TUR
11705,1965,1.2871707677841187,TUR
11706,1966,1.2919371128082275,TUR
11707,1967,1.2967209815979004,TUR
11708,1968,1.3015224933624268,TUR
11709,1969,1.3063418865203857,TUR
11710,1970,1.3111791610717773,TUR
11711,1971,1.3206583261489868,TUR
11712,1972,1.330206036567688,TUR
11713,1973,1.339822769165039,TUR
11714,1974,1.3495091199874878,TUR
11715,1975,1.3592654466629028,TUR
11716,1976,1.3805406093597412,TUR
11717,1977,1.402148723602295,TUR
11718,1978,1.4240949153900146,TUR
11719,1979,1.4463847875595093,TUR
11720,1980,1.4690234661102295,TUR
11721,1981,1.5128366947174072,TUR
11722,1982,1.557956576347351,TUR
11723,1983,1.6044222116470337,TUR
11724,1984,1.6522736549377441,TUR
11725,1985,1.701552152633667,TUR
11726,1986,1.7227784395217896,TUR
11727,1987,1.7423551082611084,TUR
11728,1988,1.762154221534729,TUR
11729,1989,1.7821784019470215,TUR
11730,1990,1.8024300336837769,TUR
11731,1991,1.812666893005371,TUR
11732,1992,1.8229619264602661,TUR
11733,1993,1.833315372467041,TUR
11734,1994,1.843727707862854,TUR
11735,1995,1.8541990518569946,TUR
