,country,year,General government final consumption expenditure (% of GDP),gdp_pc_lag1,rtfpna,"Mortality rate, infant (per 1,000 live births)",fe_etfra,gdppc,pop,v2x_regime,v2x_polyarchy,v2x_liberal,hc,Tax revenue (% of GDP),Population growth rate - Sex: all - Age: all - Variant: estimates,v2x_corr,v2x_execorr,v2x_pubcorr
54,ABW,2004,22.8866788053061,,,..,,,,,,,,..,0.945,,,
55,ABW,2005,22.8359748330604,,,..,,,,,,,,..,1.225,,,
56,ABW,2006,22.3230008475629,,,..,,,,,,,,..,1.228,,,
57,ABW,2007,21.4144525595569,,,..,,,,,,,,..,1.261,,,
58,ABW,2008,21.2483204015552,,,..,,,,,,,,..,1.244,,,
59,ABW,2009,24.8330340013432,,,..,,,,,,,,..,1.237,,,
60,ABW,2010,26.4651444384815,,,..,,,,,,,,..,0.95,,,
61,ABW,2011,25.1084551379907,,,..,,,,,,,,..,0.776,,,
62,ABW,2012,26.1779453788038,,,..,,,,,,,,..,0.767,,,
63,ABW,2013,26.1933038710376,,,..,,,,,,,,..,0.787,,,
64,ABW,2014,24.8237406320455,,,..,,,,,,,,..,0.796,,,
65,ABW,2015,23.2556955609808,,,..,,,,,,,,..,0.769,,,
66,ABW,2016,23.4875270259162,,,..,,,,,,,,..,0.746,,,
67,ABW,2017,23.021623543388,,,..,,,,,,,,..,0.686,,,
68,ABW,2018,23.0710204165153,,,..,,,,,,,,..,0.637,,,
69,ABW,2019,22.4985522696464,,,..,,,,,,,,..,0.57,,,
70,ABW,2020,28.5514839909581,,,..,,,,,,,,..,0.036,,,
71,ABW,2021,22.8317058472403,,,..,,,,,,,,..,0.257,,,
72,ABW,2022,21.2077650789821,,,..,,,,,,,,..,0.16,,,
73,AFG,1950,,,,,0.7507970333099365,,,0.0,0.1,0.239,,,1.275,0.477,0.473,0.46
74,AFG,1951,,,,,0.7507970333099365,,,0.0,0.1,0.239,,,1.36,0.477,0.473,0.46
75,AFG,1952,,,,,0.7507970333099365,,,0.0,0.089,0.239,,,1.374,0.477,0.473,0.46
76,AFG,1953,,,,,0.7507970333099365,,,0.0,0.086,0.239,,,1.335,0.477,0.473,0.46
77,AFG,1954,,,,,0.7507970333099365,,,0.0,0.079,0.239,,,1.394,0.477,0.473,0.46
78,AFG,1955,,,,,0.7507970333099365,,,0.0,0.082,0.239,,,1.485,0.477,0.473,0.46
79,AFG,1956,,,,,0.7507970333099365,,,0.0,0.083,0.239,,,1.55,0.477,0.473,0.46
80,AFG,1957,,,,,0.7507970333099365,,,0.0,0.083,0.239,,,1.596,0.477,0.473,0.46
81,AFG,1958,,,,,0.7507970333099365,,,0.0,0.08,0.239,,,1.525,0.477,0.473,0.46
82,AFG,1959,,,,,0.7507970333099365,,,0.0,0.08,0.239,,,1.789,0.477,0.473,0.46
83,AFG,1960,..,,,251.2,0.7507970333099365,,,0.0,0.082,0.239,,..,1.913,0.477,0.473,0.46
84,AFG,1961,..,,,248.4,0.7507970333099365,,,0.0,0.083,0.239,,..,2.01,0.477,0.473,0.46
85,AFG,1962,..,,,245.4,0.7507970333099365,,,0.0,0.083,0.239,,..,2.078,0.477,0.473,0.46
86,AFG,1963,..,,,242.5,0.7507970333099365,,,0.0,0.086,0.252,,..,2.132,0.477,0.473,0.46
87,AFG,1964,..,,,239.7,0.7507970333099365,,,0.0,0.139,0.298,,..,2.19,0.477,0.473,0.46
88,AFG,1965,..,,,236.9,0.7507970333099365,,,0.0,0.152,0.299,,..,2.276,0.477,0.473,0.46
89,AFG,1966,..,,,234.2,0.7507970333099365,,,0.0,0.164,0.299,,..,2.263,0.477,0.473,0.46
90,AFG,1967,..,,,231.4,0.7507970333099365,,,0.0,0.166,0.299,,..,2.349,0.477,0.473,0.46
91,AFG,1968,..,,,228.6,0.7507970333099365,,,0.0,0.166,0.299,,..,2.372,0.477,0.473,0.46
92,AFG,1969,..,,,225.8,0.7507970333099365,,,0.0,0.165,0.299,,..,2.413,0.477,0.473,0.46
93,AFG,1970,..,1278.0,,223.1,0.7507970333099365,1272.0,12431.0,0.0,0.163,0.299,,..,2.477,0.477,0.473,0.46
94,AFG,1971,..,1272.0,,220.2,0.7507970333099365,1237.0,12749.0,0.0,0.163,0.299,,..,2.382,0.477,0.473,0.46
95,AFG,1972,..,1237.0,,217.1,0.7507970333099365,1007.0,13079.0,0.0,0.157,0.295,,..,2.502,0.494,0.473,0.524
96,AFG,1973,..,1007.0,,213.8,0.7507970333099365,1011.0,13421.0,0.0,0.153,0.242,,..,2.567,0.53,0.444,0.495
97,AFG,1974,..,1011.0,,210.7,0.7507970333099365,1039.0,13772.0,0.0,0.104,0.161,,..,2.488,0.534,0.457,0.495
98,AFG,1975,..,1039.0,,207.5,0.7507970333099365,1074.0,14132.0,0.0,0.105,0.161,,..,2.344,0.534,0.457,0.495
99,AFG,1976,..,1074.0,,204.1,0.7507970333099365,1105.0,14501.0,0.0,0.105,0.161,,..,2.086,0.534,0.457,0.495
100,AFG,1977,..,1105.0,,200.4,0.7507970333099365,1022.0,14880.0,0.0,0.102,0.161,,..,2.17,0.534,0.457,0.495
101,AFG,1978,..,1022.0,,196.6,0.7507970333099365,1070.0,15269.0,0.0,0.087,0.169,,..,1.851,0.565,0.582,0.568
102,AFG,1979,..,1070.0,,192.9,0.7507970333099365,1023.0,15556.0,0.0,0.084,0.157,,..,-1.199,0.562,0.528,0.556
103,AFG,1980,..,1023.0,,188.8,0.7507970333099365,1019.0,15044.0,0.0,0.084,0.142,,..,-6.144,0.562,0.528,0.556
104,AFG,1981,..,1019.0,,184.6,0.7507970333099365,1144.0,13676.0,0.0,0.085,0.148,,..,-13.883,0.562,0.528,0.556
105,AFG,1982,..,1144.0,,199,0.7507970333099365,1270.0,12583.0,0.0,0.084,0.152,,..,-2.164,0.562,0.528,0.556
106,AFG,1983,..,1270.0,,195.1,0.7507970333099365,1347.0,12439.0,0.0,0.085,0.152,,..,0.833,0.562,0.528,0.556
107,AFG,1984,..,1347.0,,207.7,0.7507970333099365,1337.0,12769.0,0.0,0.084,0.152,,..,4.053,0.562,0.528,0.556
108,AFG,1985,..,1337.0,,202.5,0.7507970333099365,1304.0,13120.0,0.0,0.084,0.152,,..,0.173,0.562,0.528,0.556
109,AFG,1986,..,1304.0,,181.1,0.7507970333099365,1344.0,13126.0,0.0,0.084,0.152,,..,-0.292,0.562,0.528,0.556
110,AFG,1987,..,1344.0,,176.9,0.7507970333099365,1211.0,13056.0,0.0,0.084,0.152,,..,-0.274,0.562,0.528,0.556
111,AFG,1988,..,1211.0,,163.4,0.7507970333099365,1101.0,13169.0,0.0,0.092,0.156,,..,2.622,0.562,0.528,0.556
112,AFG,1989,..,1101.0,,149,0.7507970333099365,999.0,13503.0,0.0,0.094,0.156,,..,3.364,0.562,0.528,0.556
113,AFG,1990,..,999.0,,144.5,0.7507970333099365,963.0,13568.0,0.0,0.093,0.145,,..,-0.467,0.556,0.528,0.556
114,AFG,1991,..,963.0,,140.1,0.7507970333099365,881.1704385887347,13672.0,0.0,0.093,0.134,,..,3.618,0.556,0.528,0.556
115,AFG,1992,..,881.1704385887347,,135.9,0.7507970333099365,843.8753488998832,15023.0,0.0,0.096,0.095,,..,12.347,0.712,0.754,0.645
116,AFG,1993,..,843.8753488998832,,132,0.7507970333099365,578.4027440310482,17003.0,0.0,0.094,0.061,,..,11.328,0.89,0.917,0.843
117,AFG,1994,..,578.4027440310482,,128.3,0.7507970333099365,428.4245582895427,18486.0,0.0,0.094,0.062,,..,5.689,0.89,0.917,0.843
118,AFG,1995,..,428.4245582895427,,124.8,0.7507970333099365,632.9403962619846,19445.0,0.0,0.094,0.06,,..,4.136,0.895,0.917,0.843
119,AFG,1996,..,632.9403962619846,,121.7,0.7507970333099365,600.175264462535,20111.0,0.0,0.076,0.056,,..,3.88,0.852,0.917,0.745
120,AFG,1997,..,600.175264462535,,118.8,0.7507970333099365,570.5981189558812,20769.0,0.0,0.073,0.072,,..,3.732,0.791,0.806,0.707
121,AFG,1998,..,570.5981189558812,,115.9,0.7507970333099365,545.0387526687088,21452.0,0.0,0.073,0.072,,..,3.796,0.791,0.806,0.707
122,AFG,1999,..,545.0387526687088,,113,0.7507970333099365,518.6578667328783,22206.0,0.0,0.073,0.072,,..,3.663,0.791,0.806,0.707
123,AFG,2000,..,518.6578667328783,,110.1,0.7507970333099365,502.3727455986333,22461.0,0.0,0.073,0.072,,..,-1.208,0.791,0.806,0.707
124,AFG,2001,..,502.3727455986333,,107,0.7507970333099365,489.6819969074936,22507.0,0.0,0.084,0.091,,..,2.718,0.805,0.806,0.747
125,AFG,2002,..,489.6819969074936,,103.8,0.7507970333099365,796.8165632460033,23600.0,0.0,0.22,0.207,,..,7.658,0.919,0.893,0.892
126,AFG,2003,..,796.8165632460033,,100.6,0.7507970333099365,842.8051654796586,25005.0,0.0,0.227,0.209,,..,4.723,0.919,0.893,0.892
127,AFG,2004,..,842.8051654796586,,97.2,0.7507970333099365,869.0392727868127,25698.0,1.0,0.238,0.216,,..,2.469,0.931,0.928,0.892
128,AFG,2005,..,869.0392727868127,,93.7,0.7507970333099365,964.4081099473,26335.0,1.0,0.319,0.215,,..,4.533,0.942,0.928,0.929
129,AFG,2006,..,964.4081099473,,90.1,0.7507970333099365,1057.0965509287612,27154.0,1.0,0.373,0.408,,6.96759757507017,3.67,0.955,0.928,0.938
130,AFG,2007,..,1057.0965509287612,,86.7,0.7507970333099365,1259.9967427573688,27387.0,1.0,0.373,0.414,,5.28345660398282,0.149,0.957,0.932,0.942
131,AFG,2008,..,1259.9967427573688,,83.3,0.7507970333099365,1319.6073672855257,27706.0,1.0,0.379,0.415,,6.08796493020769,4.181,0.957,0.932,0.942
132,AFG,2009,..,1319.6073672855257,,80,0.7507970333099365,1557.3206365722815,28484.0,1.0,0.37,0.411,,8.48175836103604,3.131,0.957,0.932,0.942
133,AFG,2010,..,1557.3206365722815,,76.9,0.7507970333099365,1627.671634100663,29121.0,1.0,0.353,0.427,,9.16975191915408,2.744,0.958,0.932,0.951
134,AFG,2011,..,1627.671634100663,,74,0.7507970333099365,1792.0,29758.0,1.0,0.358,0.428,,8.91679399595736,4.605,0.958,0.932,0.951
135,AFG,2012,..,1792.0,,71.3,0.7507970333099365,1945.0,30420.0,1.0,0.362,0.426,,7.70780060287773,3.513,0.961,0.932,0.96
136,AFG,2013,..,1945.0,,68.7,0.7507970333099365,2025.0,31108.0,1.0,0.357,0.437,,7.12277329020889,3.327,0.941,0.903,0.928
137,AFG,2014,..,2025.0,,66.4,0.7507970333099365,2022.0,31823.0,1.0,0.355,0.437,,6.88210294277301,3.927,0.927,0.887,0.9
138,AFG,2015,..,2022.0,,64.2,0.7507970333099365,1928.0,32564.0,1.0,0.353,0.447,,7.58538233129798,2.337,0.904,0.832,0.894
139,AFG,2016,..,1928.0,,62.3,0.7507970333099365,1931.2438124834036,33332.0,1.0,0.34,0.422,,9.50265278288094,2.729,0.905,0.845,0.882
140,AFG,2017,..,1931.2438124834036,,60.4,0.7507970333099365,1909.7330149329885,34124.811,1.0,0.339,0.415,,9.89845089688421,2.885,0.898,0.845,0.866
141,AFG,2018,..,1909.7330149329885,,58.6,0.7507970333099365,1888.8139278100407,34940.837,1.0,0.336,0.395,,..,2.935,0.896,0.868,0.825
142,AFG,2019,..,1888.8139278100407,,56.9,0.7507970333099365,2031.7373493078433,35972.02491585698,1.0,0.338,0.354,,..,3.032,0.899,0.887,0.842
143,AFG,2020,22.1092193573017,2031.7373493078433,,55.3,0.7507970333099365,1928.4546828441275,37033.645660721726,1.0,0.335,0.362,,..,3.272,0.874,0.806,0.818
144,AFG,2021,21.2623843883974,1928.4546828441275,,53.6,0.7507970333099365,1485.547006308156,38126.59738038046,1.0,0.144,0.104,,..,1.462,0.663,0.556,0.523
145,AFG,2022,21.8454919236646,1485.547006308156,,52,0.7507970333099365,1357.9878225212838,39251.804727056006,0.0,0.076,0.028,,..,1.41,0.567,0.58,0.585
146,AFG,2023,,,,,,,,0.0,0.073,0.045,,,,,,
147,AGO,1950,,,,,,,,0.0,0.009,0.134,,,1.208,0.255,0.409,0.216
148,AGO,1951,,,,,,,,0.0,0.009,0.134,,,1.008,0.255,0.409,0.216
149,AGO,1952,,,,,,,,0.0,0.009,0.134,,,1.115,0.255,0.409,0.216
150,AGO,1953,,,,,,,,0.0,0.009,0.134,,,1.222,0.255,0.409,0.216
151,AGO,1954,,,,,,,,0.0,0.009,0.134,,,1.326,0.255,0.409,0.216
152,AGO,1955,,,,,,,,0.0,0.009,0.134,,,1.425,0.255,0.409,0.216
153,AGO,1956,,,,,,,,0.0,0.009,0.134,,,1.512,0.255,0.409,0.216
154,AGO,1957,,,,,,,,0.0,0.009,0.134,,,1.578,0.255,0.409,0.216
155,AGO,1958,,,,,,,,0.0,0.009,0.134,,,1.628,0.255,0.409,0.216
156,AGO,1959,,,,,,,,0.0,0.009,0.134,,,1.663,0.255,0.409,0.216
157,AGO,1960,..,,,..,,,,0.0,0.009,0.134,,..,1.673,0.255,0.409,0.216
158,AGO,1961,..,,,..,,,,0.0,0.009,0.134,,..,0.987,0.255,0.409,0.216
159,AGO,1962,..,,,..,,,,0.0,0.009,0.134,,..,0.992,0.255,0.409,0.216
160,AGO,1963,..,,,..,,,,0.0,0.009,0.134,,..,1.015,0.255,0.409,0.216
161,AGO,1964,..,,,..,,,,0.0,0.009,0.134,,..,1.04,0.255,0.409,0.216
162,AGO,1965,..,,,..,,,,0.0,0.009,0.134,,..,1.064,0.255,0.409,0.216
163,AGO,1966,..,,,..,,,,0.0,0.009,0.134,,..,1.076,0.255,0.409,0.216
164,AGO,1967,..,,,..,,,,0.0,0.009,0.134,,..,1.077,0.255,0.409,0.216
165,AGO,1968,..,,,..,,,,0.0,0.009,0.135,,..,1.07,0.255,0.409,0.216
166,AGO,1969,..,,,..,,,,0.0,0.009,0.139,,..,1.058,0.255,0.409,0.216
167,AGO,1970,..,2695.0,,..,,2818.0,5605.626,0.0,0.009,0.139,1.015685796737671,..,2.003,0.255,0.409,0.216
168,AGO,1971,..,2818.0,,..,,2754.0,5752.957,0.0,0.009,0.139,1.018195629119873,..,2.66,0.255,0.409,0.216
169,AGO,1972,..,2754.0,,..,,2729.0,5895.212,0.0,0.009,0.139,1.0207115411758425,..,3.352,0.255,0.409,0.216
170,AGO,1973,..,2729.0,,..,,2852.0,6026.363,0.0,0.021,0.171,1.0232337713241575,..,3.469,0.255,0.409,0.216
171,AGO,1974,..,2852.0,1.227137327194214,..,,2727.0,5987.492,0.0,0.021,0.17,1.0257622003555298,..,3.449,0.246,0.409,0.216
172,AGO,1975,..,2727.0,1.1220051050186155,..,,1710.0,5885.455,0.0,0.073,0.149,1.0282968282699585,..,3.377,0.4,0.656,0.3
173,AGO,1976,..,1710.0,1.025298833847046,..,0.7560999989509583,1521.0,5943.466,0.0,0.074,0.163,1.0308377742767334,..,3.285,0.4,0.656,0.3
174,AGO,1977,..,1521.0,0.99682879447937,..,0.7560999989509583,1500.0,6163.714,0.0,0.073,0.163,1.0333850383758545,..,3.471,0.4,0.656,0.3
175,AGO,1978,..,1500.0,0.9150517582893372,..,0.7560999989509583,1530.0,6287.18,0.0,0.073,0.163,1.0359385013580322,..,3.483,0.412,0.656,0.346
176,AGO,1979,..,1530.0,0.8913413882255554,..,0.7560999989509583,1527.0,6452.546,0.0,0.073,0.162,1.0384982824325562,..,3.532,0.436,0.656,0.346
177,AGO,1980,..,1527.0,0.8922414183616638,127.6,0.7560999989509583,1532.0,6743.08,0.0,0.073,0.164,1.0410643815994265,..,3.642,0.531,0.761,0.409
178,AGO,1981,..,1532.0,0.8310855627059937,126.4,0.7560999989509583,1471.0,6879.574,0.0,0.073,0.164,1.050380825996399,..,3.643,0.531,0.761,0.409
179,AGO,1982,..,1471.0,0.8065093159675598,125.4,0.7560999989509583,1374.0,7018.526,0.0,0.073,0.164,1.0597805976867676,..,3.712,0.538,0.761,0.442
180,AGO,1983,..,1374.0,0.818384051322937,124.2,0.7560999989509583,1288.0,7240.535,0.0,0.073,0.164,1.0692644119262695,..,3.72,0.538,0.761,0.442
181,AGO,1984,..,1288.0,0.8420646786689758,123.4,0.7560999989509583,1259.0,7442.448,0.0,0.073,0.164,1.0788332223892212,..,3.693,0.538,0.761,0.442
182,AGO,1985,..,1259.0,0.8555965423583984,122.8,0.7560999989509583,1242.0,7584.709,0.0,0.073,0.164,1.0884875059127808,..,3.665,0.538,0.761,0.442
183,AGO,1986,..,1242.0,0.8742794990539551,122.4,0.7560999989509583,1106.0,7748.632,0.0,0.074,0.164,1.0982283353805542,..,3.574,0.538,0.761,0.442
184,AGO,1987,..,1106.0,0.9193112850189208,122.1,0.7560999989509583,1211.0,7878.396,0.0,0.074,0.164,1.1080563068389893,..,3.377,0.589,0.813,0.442
185,AGO,1988,..,1211.0,0.9583576917648317,121.9,0.7560999989509583,1360.0,8023.39,0.0,0.074,0.164,1.1179721355438232,..,3.429,0.61,0.813,0.537
186,AGO,1989,..,1360.0,0.9535272121429444,122,0.7560999989509583,1360.0,8153.844,0.0,0.074,0.164,1.1279767751693726,..,3.401,0.61,0.813,0.537
187,AGO,1990,..,1360.0,0.9426296353340148,122.3,0.7560999989509583,1384.0,8296.606,0.0,0.076,0.181,1.1380709409713743,..,3.384,0.61,0.813,0.537
188,AGO,1991,..,1384.0,0.9156399965286256,122.5,0.7560999989509583,1437.1472449740334,8587.26,0.0,0.083,0.194,1.153040051460266,..,3.335,0.678,0.813,0.537
189,AGO,1992,..,1437.1472449740334,0.8096897006034851,122.9,0.7560999989509583,1389.3294866999718,8898.84,1.0,0.146,0.23,1.1682062149047852,..,3.215,0.767,0.88,0.708
190,AGO,1993,..,1389.3294866999718,0.5872297286987305,123.1,0.7560999989509583,1080.480643920332,9241.7,0.0,0.155,0.225,1.183571696281433,..,3.176,0.787,0.88,0.728
191,AGO,1994,..,1080.480643920332,0.5688349008560181,123.3,0.7560999989509583,1120.8481500960654,9600.6,0.0,0.155,0.225,1.1991393566131592,..,3.305,0.787,0.88,0.728
192,AGO,1995,..,1120.8481500960654,0.6123675107955933,123.2,0.7560999989509583,1319.158949903447,9963.75,0.0,0.155,0.224,1.214911699295044,..,3.374,0.809,0.88,0.728
193,AGO,1996,..,1319.158949903447,0.6319807171821594,122.6,0.7560999989509583,1533.9839313399602,10312.91,0.0,0.155,0.224,1.2308915853500366,..,3.389,0.809,0.88,0.728
194,AGO,1997,..,1533.9839313399602,0.6442277431488037,121.5,0.7560999989509583,1687.317788312541,10651.4,0.0,0.155,0.224,1.247081637382507,..,3.402,0.809,0.88,0.728
195,AGO,1998,..,1687.317788312541,0.6274903416633606,119.8,0.7560999989509583,1811.1681411006944,10990.17,0.0,0.155,0.224,1.2634847164154053,..,3.294,0.809,0.88,0.728
196,AGO,1999,..,1811.1681411006944,0.6079476475715637,117.6,0.7560999989509583,1899.415206073724,11333.74,0.0,0.155,0.224,1.2801034450531006,16.2939716615223,3.297,0.809,0.88,0.728
197,AGO,2000,..,1899.415206073724,0.6168272495269775,115,0.7560999989509583,2013.6362295189435,11676.48,0.0,0.155,0.227,1.296940803527832,28.7033821587261,3.327,0.809,0.88,0.728
198,AGO,2001,..,2013.6362295189435,0.6305986046791077,111.9,0.7560999989509583,2162.4850193097,12030.15,0.0,0.155,0.237,1.3084863424301147,29.2466757235017,3.379,0.809,0.88,0.728
199,AGO,2002,19.1305785372378,2162.4850193097,0.7152211666107178,108.1,0.7560999989509583,2522.6718607988428,12443.08,0.0,0.16,0.24,1.3201346397399902,15.5328118307446,3.435,0.84,0.88,0.854
200,AGO,2003,21.8542597859949,2522.6718607988428,0.7217898964881897,104,0.7560999989509583,2711.9283105741374,12935.95,0.0,0.167,0.251,1.331886649131775,17.1715803572772,3.55,0.864,0.935,0.898
201,AGO,2004,14.3120629446155,2711.9283105741374,0.7749511003494263,99.3,0.7560999989509583,3064.2986504347236,13480.16,0.0,0.167,0.258,1.3437433242797852,18.0745701171648,3.637,0.864,0.935,0.898
202,AGO,2005,16.0290371753303,3064.2986504347236,0.8633379340171814,94.4,0.7560999989509583,3708.7705819422217,14012.1,0.0,0.169,0.259,1.3557056188583374,17.1091178120826,3.655,0.864,0.935,0.898
203,AGO,2006,15.3417224061598,3708.7705819422217,0.9345720410346984,89.1,0.7560999989509583,4592.337305661669,14534.99,0.0,0.169,0.259,1.367774248123169,23.385169992983,3.714,0.864,0.935,0.898
204,AGO,2007,15.5369347037304,4592.337305661669,1.0301895141601562,83.8,0.7560999989509583,5773.548289088469,15083.68,0.0,0.169,0.264,1.3799504041671753,21.499160563566,3.77,0.864,0.935,0.898
205,AGO,2008,16.8146115372764,5773.548289088469,1.0850582122802734,78.7,0.7560999989509583,6743.748195802765,15657.93,0.0,0.182,0.268,1.3922349214553833,25.6501498565559,3.786,0.864,0.935,0.898
206,AGO,2009,19.8985860825078,6743.748195802765,1.040212631225586,73.7,0.7560999989509583,7087.604112584768,16260.48,0.0,0.211,0.271,1.4046287536621094,18.3610792311247,3.817,0.864,0.935,0.898
207,AGO,2010,17.0423458554536,7087.604112584768,1.0594196319580078,68.9,0.7560999989509583,7520.665769678626,16884.7,1.0,0.214,0.264,1.4171329736709597,16.599947206125,3.884,0.864,0.935,0.898
208,AGO,2011,18.2358592210108,7520.665769678626,1.036203384399414,64.4,0.7560999989509583,8016.0,17524.61,1.0,0.296,0.264,1.4241962432861328,16.1034124367128,3.891,0.864,0.935,0.898
209,AGO,2012,17.8426333032037,8016.0,1.076979637145996,60.4,0.7560999989509583,8376.94607723474,18201.96,1.0,0.294,0.267,1.4312946796417236,14.8227191113256,3.876,0.864,0.935,0.898
210,AGO,2013,21.6219487315047,8376.94607723474,1.0862818956375122,56.7,0.7560999989509583,8463.941947082867,18907.51,1.0,0.292,0.269,1.438428521156311,14.184762657139,3.825,0.861,0.92,0.898
211,AGO,2014,17.9756586545567,8463.941947082867,1.096832513809204,53.6,0.7560999989509583,8548.292822031946,19623.85,1.0,0.292,0.269,1.4455978870391846,13.5426301621262,3.644,0.861,0.92,0.898
212,AGO,2015,16.4328328348133,8548.292822031946,1.0682281255722046,51.1,0.7560999989509583,8319.567355048026,20353.7,1.0,0.292,0.269,1.4528030157089231,11.0020190179303,3.568,0.861,0.92,0.898
213,AGO,2016,13.8806850814508,8319.567355048026,1.0160540342330933,48.9,0.7560999989509583,7819.147303059392,21097.59,1.0,0.294,0.27,1.460044026374817,9.73251248352788,3.585,0.861,0.92,0.898
214,AGO,2017,12.9358193168237,7819.147303059392,1.0,47,0.7560999989509583,7535.612410800351,21858.57,1.0,0.309,0.31,1.4673211574554443,9.223777502108,3.498,0.722,0.685,0.813
215,AGO,2018,10.4745435629873,7535.612410800351,0.9633560180664062,45.3,0.7560999989509583,7180.355234634125,22638.16,1.0,0.352,0.327,1.4746345281600952,9.64477850341357,3.41,0.63,0.513,0.649
216,AGO,2019,8.59885628389892,7180.355234634125,0.937804400920868,43.8,0.7560999989509583,6886.954136020846,23436.91,1.0,0.348,0.333,1.4819843769073486,10.090385804431,3.366,0.602,0.496,0.639
217,AGO,2020,8.64793565020863,6886.954136020846,,42.3,0.7560999989509583,6279.929084992991,24253.25,1.0,0.335,0.341,,..,3.173,0.623,0.496,0.639
218,AGO,2021,7.68345467585382,6279.929084992991,,40.9,0.7560999989509583,6137.003844650216,25089.1,1.0,0.326,0.329,,..,3.19,0.578,0.496,0.517
219,AGO,2022,8.09626587411972,6137.003844650216,,39.6,0.7560999989509583,6118.904896629408,25878.2,1.0,0.327,0.333,,..,3.098,0.564,0.483,0.468
220,AGO,2023,,,,,,,,1.0,0.33,0.333,,,,,,
221,AIA,1950,,,,,,,,,,,,,4.479,,,
222,AIA,1951,,,,,,,,,,,,,3.704,,,
223,AIA,1952,,,,,,,,,,,,,2.31,,,
224,AIA,1953,,,,,,,,,,,,,2.617,,,
225,AIA,1954,,,,,,,,,,,,,2.445,,,
226,AIA,1955,,,,,,,,,,,,,0.975,,,
227,AIA,1956,,,,,,,,,,,,,0.398,,,
228,AIA,1957,,,,,,,,,,,,,0.138,,,
229,AIA,1958,,,,,,,,,,,,,-0.19,,,
230,AIA,1959,,,,,,,,,,,,,-0.415,,,
231,AIA,1960,,,,,,,,,,,,,0.571,,,
232,AIA,1961,,,,,,,,,,,,,0.842,,,
233,AIA,1962,,,,,,,,,,,,,0.953,,,
234,AIA,1963,,,,,,,,,,,,,0.692,,,
235,AIA,1964,,,,,,,,,,,,,0.854,,,
236,AIA,1965,,,,,,,,,,,,,0.748,,,
237,AIA,1966,,,,,,,,,,,,,1.038,,,
238,AIA,1967,,,,,,,,,,,,,0.881,,,
239,AIA,1968,,,,,,,,,,,,,0.841,,,
240,AIA,1969,,,,,,,,,,,,,0.93,,,
241,AIA,1970,,,,,,,,,,,,,1.0,,,
242,AIA,1971,,,,,,,,,,,,,0.787,,,
243,AIA,1972,,,,,,,,,,,,,0.718,,,
244,AIA,1973,,,,,,,,,,,,,0.651,,,
245,AIA,1974,,,,,,,,,,,,,0.324,,,
246,AIA,1975,,,,,,,,,,,,,0.308,,,
247,AIA,1976,,,,,,,,,,,,,0.353,,,
248,AIA,1977,,,,,,,,,,,,,0.321,,,
249,AIA,1978,,,,,,,,,,,,,0.244,,,
250,AIA,1979,,,,,,,,,,,,,0.228,,,
251,AIA,1980,,,,,,,,,,,,,0.121,,,
252,AIA,1981,,,,,,,,,,,,,0.363,,,
253,AIA,1982,,,,,,,,,,,,,0.347,,,
254,AIA,1983,,,,,,,,,,,,,0.241,,,
255,AIA,1984,,,,,,,,,,,,,2.581,,,
256,AIA,1985,,,,,,,,,,,,,3.61,,,
257,AIA,1986,,,,,,,,,,,,,3.851,,,
258,AIA,1987,,,,,,,,,,,,,3.669,,,
259,AIA,1988,,,,,,,,,,,,,3.842,,,
260,AIA,1989,,,,,,,,,,,,,3.907,,,
261,AIA,1990,,,,,,,,,,,,,3.596,,,
262,AIA,1991,,,,,,,,,,,,,3.505,,,
263,AIA,1992,,,,,,,,,,,,,2.828,,,
264,AIA,1993,,,,,,,,,,,,,2.579,,,
265,AIA,1994,,,,,,,,,,,,,2.535,,,
266,AIA,1995,,,,,,,,,,,,,2.615,,,
267,AIA,1996,,,,,,,,,,,,,2.736,,,
268,AIA,1997,,,,,,,,,,,,,2.721,,,
269,AIA,1998,,,,,,,,,,,,,2.724,,,
270,AIA,1999,,,,,,,,,,,,,2.97,,,
271,AIA,2000,,,,,,,,,,,,,3.123,,,
272,AIA,2001,,,,,,,,,,,,,2.101,,,
273,AIA,2002,,,,,,,,,,,,,1.617,,,
274,AIA,2003,,,,,,,,,,,,,1.575,,,
275,AIA,2004,,,,,,,,,,,,,1.649,,,
276,AIA,2005,,,,,,,,,,,,,1.622,,,
277,AIA,2006,,,,,,,,,,,,,1.66,,,
278,AIA,2007,,,,,,,,,,,,,1.625,,,
279,AIA,2008,,,,,,,,,,,,,1.715,,,
280,AIA,2009,,,,,,,,,,,,,1.731,,,
281,AIA,2010,,,,,,,,,,,,,1.761,,,
282,AIA,2011,,,,,,,,,,,,,1.584,,,
283,AIA,2012,,,,,,,,,,,,,-4.455,,,
284,AIA,2013,,,,,,,,,,,,,2.581,,,
285,AIA,2014,,,,,,,,,,,,,4.451,,,
286,AIA,2015,,,,,,,,,,,,,2.47,,,
287,AIA,2016,,,,,,,,,,,,,-0.901,,,
288,AIA,2017,,,,,,,,,,,,,2.343,,,
289,AIA,2018,,,,,,,,,,,,,1.725,,,
290,AIA,2019,,,,,,,,,,,,,-0.331,,,
291,AIA,2020,,,,,,,,,,,,,0.593,,,
292,AIA,2021,,,,,,,,,,,,,-5.701,,,
293,AIA,2022,,,,,,,,,,,,,1.657,,,
