,indicator,year,Gross capital formation (% of GDP),country
12723,Gross capital formation (% of GDP),2017,23.5559590901028,SVK
12724,Gross capital formation (% of GDP),2017,20.2503347880345,SVN
12725,Gross capital formation (% of GDP),2017,25.0752415442862,SWE
12726,Gross capital formation (% of GDP),2017,17.7061749360274,SWZ
12727,Gross capital formation (% of GDP),2017,,SXM
12728,Gross capital formation (% of GDP),2017,24.5351766928824,SYC
12729,Gross capital formation (% of GDP),2017,,SYR
12730,Gross capital formation (% of GDP),2017,,TCA
12731,Gross capital formation (% of GDP),2017,18.5366518857505,TCD
12732,Gross capital formation (% of GDP),2017,40.3881153075962,East Asia & Pacific (IDA & IBRD countries)
12733,Gross capital formation (% of GDP),2017,24.7781196297783,Europe & Central Asia (IDA & IBRD countries)
12734,Gross capital formation (% of GDP),2017,16.8362587290032,TGO
12735,Gross capital formation (% of GDP),2017,22.9342956887695,THA
12736,Gross capital formation (% of GDP),2017,29.9295561525461,TJK
12737,Gross capital formation (% of GDP),2017,,TKM
12738,Gross capital formation (% of GDP),2017,19.0459248278625,Latin America & the Caribbean (IDA & IBRD countries)
12739,Gross capital formation (% of GDP),2017,35.6344562459808,TLS
12740,Gross capital formation (% of GDP),2017,25.880366384576,AFG
12741,Gross capital formation (% of GDP),2017,27.0580122098047,TON
12742,Gross capital formation (% of GDP),2017,31.3448894998044,South Asia (IDA & IBRD)
12743,Gross capital formation (% of GDP),2017,24.0794221821781,Sub-Saharan Africa (IDA & IBRD countries)
12744,Gross capital formation (% of GDP),2017,20.6585336342458,TTO
12745,Gross capital formation (% of GDP),2017,21.2946579552305,TUN
12746,Gross capital formation (% of GDP),2017,30.6942181017627,TUR
12747,Gross capital formation (% of GDP),2017,,TUV
12748,Gross capital formation (% of GDP),2017,32.354141404315,TZA
12749,Gross capital formation (% of GDP),2017,24.6140426859449,UGA
12750,Gross capital formation (% of GDP),2017,19.9647326419625,UKR
12751,Gross capital formation (% of GDP),2017,34.240165527829,Upper middle income
12752,Gross capital formation (% of GDP),2017,15.9240356668873,URY
12753,Gross capital formation (% of GDP),2017,21.1557690246563,USA
12754,Gross capital formation (% of GDP),2017,27.2291863632741,UZB
12755,Gross capital formation (% of GDP),2017,,VCT
12756,Gross capital formation (% of GDP),2017,,VEN
12757,Gross capital formation (% of GDP),2017,,VGB
12758,Gross capital formation (% of GDP),2017,,VIR
12759,Gross capital formation (% of GDP),2017,32.305300920099,VNM
12760,Gross capital formation (% of GDP),2017,27.8615616470117,VUT
12761,Gross capital formation (% of GDP),2017,25.9946432977616,World
12762,Gross capital formation (% of GDP),2017,32.1825880825996,WSM
12763,Gross capital formation (% of GDP),2017,34.6926494889605,XKX
12764,Gross capital formation (% of GDP),2017,,YEM
12765,Gross capital formation (% of GDP),2017,16.6107340612402,ZAF
12766,Gross capital formation (% of GDP),2017,41.0018208583077,ZMB
12767,Gross capital formation (% of GDP),2017,14.7022431781545,ZWE
12768,Gross capital formation (% of GDP),2018,22.4017243113924,ABW
12769,Gross capital formation (% of GDP),2018,20.9050647577517,Africa Eastern and Southern
12770,Gross capital formation (% of GDP),2018,,AFG
12771,Gross capital formation (% of GDP),2018,,Africa Western and Central
12772,Gross capital formation (% of GDP),2018,17.8694205677582,AGO
12773,Gross capital formation (% of GDP),2018,27.1252994132038,ALB
12774,Gross capital formation (% of GDP),2018,,AND
12775,Gross capital formation (% of GDP),2018,25.3506972414183,Arab World
12776,Gross capital formation (% of GDP),2018,21.8306207812899,ARE
12777,Gross capital formation (% of GDP),2018,16.6138850156371,ARG
12778,Gross capital formation (% of GDP),2018,22.3997393267701,ARM
12779,Gross capital formation (% of GDP),2018,,ASM
12780,Gross capital formation (% of GDP),2018,,ATG
12781,Gross capital formation (% of GDP),2018,24.6464120040498,AUS
12782,Gross capital formation (% of GDP),2018,25.8982762235252,AUT
12783,Gross capital formation (% of GDP),2018,20.1294761024821,AZE
12784,Gross capital formation (% of GDP),2018,11.1034585930148,BDI
12785,Gross capital formation (% of GDP),2018,25.5515767637203,BEL
12786,Gross capital formation (% of GDP),2018,26.3865130249513,BEN
12787,Gross capital formation (% of GDP),2018,21.7391048190018,BFA
12788,Gross capital formation (% of GDP),2018,31.8225747704431,BGD
12789,Gross capital formation (% of GDP),2018,21.1168434390686,BGR
12790,Gross capital formation (% of GDP),2018,35.5603270592169,BHR
12791,Gross capital formation (% of GDP),2018,25.6388854218672,BHS
12792,Gross capital formation (% of GDP),2018,24.41012062718,BIH
12793,Gross capital formation (% of GDP),2018,28.0788785453202,BLR
12794,Gross capital formation (% of GDP),2018,16.5267633271558,BLZ
12795,Gross capital formation (% of GDP),2018,13.4097576009445,BMU
12796,Gross capital formation (% of GDP),2018,20.5963525597123,BOL
12797,Gross capital formation (% of GDP),2018,15.0950416291605,BRA
12798,Gross capital formation (% of GDP),2018,,BRB
12799,Gross capital formation (% of GDP),2018,41.0665958991301,BRN
12800,Gross capital formation (% of GDP),2018,54.0155173304793,BTN
12801,Gross capital formation (% of GDP),2018,25.902879643882,BWA
12802,Gross capital formation (% of GDP),2018,26.0,CAF
12803,Gross capital formation (% of GDP),2018,23.3773111619236,CAN
12804,Gross capital formation (% of GDP),2018,23.2497253920254,Central Europe and the Baltics
12805,Gross capital formation (% of GDP),2018,25.7344532320312,CHE
12806,Gross capital formation (% of GDP),2018,,Channel Islands
12807,Gross capital formation (% of GDP),2018,24.203078424347,CHL
12808,Gross capital formation (% of GDP),2018,43.313827489682,CHN
12809,Gross capital formation (% of GDP),2018,22.2527904990641,CIV
12810,Gross capital formation (% of GDP),2018,19.5380296351056,CMR
12811,Gross capital formation (% of GDP),2018,20.600959616347,COD
12812,Gross capital formation (% of GDP),2018,29.5270088622039,COG
12813,Gross capital formation (% of GDP),2018,21.1954755611258,COL
12814,Gross capital formation (% of GDP),2018,14.8680929255808,COM
12815,Gross capital formation (% of GDP),2018,27.486159184509,CPV
12816,Gross capital formation (% of GDP),2018,18.3698605659613,CRI
12817,Gross capital formation (% of GDP),2018,,Caribbean small states
12818,Gross capital formation (% of GDP),2018,12.0335788669111,CUB
12819,Gross capital formation (% of GDP),2018,41.0673551203898,CUW
12820,Gross capital formation (% of GDP),2018,,CYM
12821,Gross capital formation (% of GDP),2018,18.9464656052082,CYP
12822,Gross capital formation (% of GDP),2018,25.6426079021172,CZE
12823,Gross capital formation (% of GDP),2018,21.4705359458837,DEU
12824,Gross capital formation (% of GDP),2018,2.78690075604472,DJI
12825,Gross capital formation (% of GDP),2018,,DMA
12826,Gross capital formation (% of GDP),2018,22.5323146804877,DNK
12827,Gross capital formation (% of GDP),2018,25.2022908220767,DOM
12828,Gross capital formation (% of GDP),2018,46.4568594962626,DZA
12829,Gross capital formation (% of GDP),2018,41.2535652687586,East Asia & Pacific (
12830,Gross capital formation (% of GDP),2018,27.4259994091408,Early-demographic dividend
12831,Gross capital formation (% of GDP),2018,35.6299842451255,East Asia & Pacific
12832,Gross capital formation (% of GDP),2018,27.3741069327453,Europe & Central Asia (
12833,Gross capital formation (% of GDP),2018,21.9712860119172,Europe & Central Asia
12834,Gross capital formation (% of GDP),2018,22.5404393330524,ECU
12835,Gross capital formation (% of GDP),2018,20.6249196348206,EGY
12836,Gross capital formation (% of GDP),2018,21.5461895991877,Euro area
12837,Gross capital formation (% of GDP),2018,,ERI
12838,Gross capital formation (% of GDP),2018,20.7061758213476,ESP
12839,Gross capital formation (% of GDP),2018,27.8503992212561,EST
12840,Gross capital formation (% of GDP),2018,34.1629551124182,ETH
12841,Gross capital formation (% of GDP),2018,21.8312490716671,European Union
12842,Gross capital formation (% of GDP),2018,,Fragile and conflict affected situations
12843,Gross capital formation (% of GDP),2018,25.7234643496259,FIN
12844,Gross capital formation (% of GDP),2018,21.0488571034329,FJI
12845,Gross capital formation (% of GDP),2018,22.6115738942638,FRA
12846,Gross capital formation (% of GDP),2018,29.7112462006079,FRO
12847,Gross capital formation (% of GDP),2018,,FSM
12848,Gross capital formation (% of GDP),2018,19.2582324284114,GAB
12849,Gross capital formation (% of GDP),2018,18.1814464871133,GBR
12850,Gross capital formation (% of GDP),2018,27.9262958963283,GEO
12851,Gross capital formation (% of GDP),2018,21.7093349999065,GHA
12852,Gross capital formation (% of GDP),2018,,GIB
12853,Gross capital formation (% of GDP),2018,19.5473148183264,GIN
12854,Gross capital formation (% of GDP),2018,20.8784242569263,GMB
12855,Gross capital formation (% of GDP),2018,18.5517656544313,GNB
12856,Gross capital formation (% of GDP),2018,12.5014966275534,GNQ
12857,Gross capital formation (% of GDP),2018,12.9530537485632,GRC
12858,Gross capital formation (% of GDP),2018,,GRD
12859,Gross capital formation (% of GDP),2018,21.7411808603811,GRL
12860,Gross capital formation (% of GDP),2018,13.7904235788189,GTM
12861,Gross capital formation (% of GDP),2018,,GUM
12862,Gross capital formation (% of GDP),2018,,GUY
12863,Gross capital formation (% of GDP),2018,22.563165973313,High income
12864,Gross capital formation (% of GDP),2018,21.9946611253535,HKG
12865,Gross capital formation (% of GDP),2018,26.572086282814,HND
12866,Gross capital formation (% of GDP),2018,25.8662678047038,Heavily indebted poor countries (HIPC)
12867,Gross capital formation (% of GDP),2018,22.4766293691756,HRV
12868,Gross capital formation (% of GDP),2018,16.0510920039064,HTI
12869,Gross capital formation (% of GDP),2018,27.0910945827596,HUN
12870,Gross capital formation (% of GDP),2018,33.4176150400536,IBRD only
12871,Gross capital formation (% of GDP),2018,33.2004930258035,IDA & IBRD total
12872,Gross capital formation (% of GDP),2018,29.0805938122126,IDA total
12873,Gross capital formation (% of GDP),2018,,IDA blend
12874,Gross capital formation (% of GDP),2018,34.5705858319707,IDN
12875,Gross capital formation (% of GDP),2018,30.4486644703604,IDA only
12876,Gross capital formation (% of GDP),2018,,IMN
12877,Gross capital formation (% of GDP),2018,32.3432182154485,IND
12878,Gross capital formation (% of GDP),2018,,Not classified
12879,Gross capital formation (% of GDP),2018,28.197121467923,IRL
12880,Gross capital formation (% of GDP),2018,33.2091237993156,IRN
12881,Gross capital formation (% of GDP),2018,17.5854705162866,IRQ
12882,Gross capital formation (% of GDP),2018,22.1094122903994,ISL
12883,Gross capital formation (% of GDP),2018,24.1309941879779,ISR
12884,Gross capital formation (% of GDP),2018,18.6608716078644,ITA
12885,Gross capital formation (% of GDP),2018,23.3115188992384,JAM
12886,Gross capital formation (% of GDP),2018,24.3624336974922,JOR
12887,Gross capital formation (% of GDP),2018,25.6417143090178,JPN
12888,Gross capital formation (% of GDP),2018,25.258212709599,KAZ
12889,Gross capital formation (% of GDP),2018,19.3759862497025,KEN
12890,Gross capital formation (% of GDP),2018,36.0166291525462,KGZ
12891,Gross capital formation (% of GDP),2018,30.7394192448512,KHM
12892,Gross capital formation (% of GDP),2018,18.9694466832769,KIR
12893,Gross capital formation (% of GDP),2018,,KNA
12894,Gross capital formation (% of GDP),2018,31.487184177201,KOR
12895,Gross capital formation (% of GDP),2018,25.5469562900949,KWT
12896,Gross capital formation (% of GDP),2018,18.6710747848391,Latin America & Caribbean (
12897,Gross capital formation (% of GDP),2018,,LAO
12898,Gross capital formation (% of GDP),2018,22.4871034019622,LBN
12899,Gross capital formation (% of GDP),2018,,LBR
12900,Gross capital formation (% of GDP),2018,15.1337630488594,LBY
12901,Gross capital formation (% of GDP),2018,,LCA
12902,Gross capital formation (% of GDP),2018,19.1703578929992,Latin America & Caribbean
12903,Gross capital formation (% of GDP),2018,29.3018723984392,Least developed countries: UN classification
12904,Gross capital formation (% of GDP),2018,21.2691155178553,Low income
12905,Gross capital formation (% of GDP),2018,,LIE
12906,Gross capital formation (% of GDP),2018,38.0567747750533,LKA
12907,Gross capital formation (% of GDP),2018,30.3590714581624,Lower middle income
12908,Gross capital formation (% of GDP),2018,34.3087003207116,Low & middle income
12909,Gross capital formation (% of GDP),2018,21.4472792170962,LSO
12910,Gross capital formation (% of GDP),2018,35.3284532141387,Late-demographic dividend
12911,Gross capital formation (% of GDP),2018,22.4066386338902,LTU
12912,Gross capital formation (% of GDP),2018,16.9949135422123,LUX
12913,Gross capital formation (% of GDP),2018,23.8742877736126,LVA
12914,Gross capital formation (% of GDP),2018,17.2476640024061,MAC
12915,Gross capital formation (% of GDP),2018,,MAF
12916,Gross capital formation (% of GDP),2018,32.1395672992051,MAR
12917,Gross capital formation (% of GDP),2018,,MCO
12918,Gross capital formation (% of GDP),2018,26.5918106703471,MDA
12919,Gross capital formation (% of GDP),2018,20.7029752410218,MDG
12920,Gross capital formation (% of GDP),2018,48.970177770723,MDV
12921,Gross capital formation (% of GDP),2018,25.4024704097315,AFG
12922,Gross capital formation (% of GDP),2018,23.4774930652721,MEX
12923,Gross capital formation (% of GDP),2018,22.6444090909091,MHL
12924,Gross capital formation (% of GDP),2018,34.41453889892,Middle income
12925,Gross capital formation (% of GDP),2018,32.3288110664903,MKD
12926,Gross capital formation (% of GDP),2018,24.4943978534371,MLI
12927,Gross capital formation (% of GDP),2018,19.653411285638,MLT
12928,Gross capital formation (% of GDP),2018,,MMR
12929,Gross capital formation (% of GDP),2018,25.9316654577336,AFG
12930,Gross capital formation (% of GDP),2018,31.914851183647,MNE
12931,Gross capital formation (% of GDP),2018,39.3779275132102,MNG
12932,Gross capital formation (% of GDP),2018,,MNP
12933,Gross capital formation (% of GDP),2018,45.9807658182121,MOZ
12934,Gross capital formation (% of GDP),2018,46.449713018719,MRT
12935,Gross capital formation (% of GDP),2018,18.8728259543603,MUS
12936,Gross capital formation (% of GDP),2018,,MWI
12937,Gross capital formation (% of GDP),2018,23.8974199608763,MYS
12938,Gross capital formation (% of GDP),2018,21.7057845906677,North America
12939,Gross capital formation (% of GDP),2018,14.9163471003735,NAM
12940,Gross capital formation (% of GDP),2018,,NCL
12941,Gross capital formation (% of GDP),2018,28.9187722247215,NER
12942,Gross capital formation (% of GDP),2018,,NGA
12943,Gross capital formation (% of GDP),2018,24.0746137195471,NIC
12944,Gross capital formation (% of GDP),2018,20.4804432515785,NLD
12945,Gross capital formation (% of GDP),2018,27.7268430380858,NOR
12946,Gross capital formation (% of GDP),2018,39.5478003355175,NPL
12947,Gross capital formation (% of GDP),2018,,NRU
12948,Gross capital formation (% of GDP),2018,23.9860432020994,NZL
12949,Gross capital formation (% of GDP),2018,22.6060803778113,OECD members
12950,Gross capital formation (% of GDP),2018,31.675193269668,OMN
12951,Gross capital formation (% of GDP),2018,25.3235210636277,Other small states
12952,Gross capital formation (% of GDP),2018,17.0682908414203,PAK
12953,Gross capital formation (% of GDP),2018,41.1990909588856,PAN
12954,Gross capital formation (% of GDP),2018,21.3111751422932,PER
12955,Gross capital formation (% of GDP),2018,27.1505820415621,PHL
12956,Gross capital formation (% of GDP),2018,28.5765923874262,PLW
12957,Gross capital formation (% of GDP),2018,,PNG
12958,Gross capital formation (% of GDP),2018,21.443880969665,POL
12959,Gross capital formation (% of GDP),2018,,Pre-demographic dividend
12960,Gross capital formation (% of GDP),2018,15.3313107120677,PRI
12961,Gross capital formation (% of GDP),2018,,PRK
12962,Gross capital formation (% of GDP),2018,18.5247214985093,PRT
12963,Gross capital formation (% of GDP),2018,22.7820847953337,PRY
12964,Gross capital formation (% of GDP),2018,28.3265546858681,PSE
12965,Gross capital formation (% of GDP),2018,22.8941656905542,Pacific island small states
12966,Gross capital formation (% of GDP),2018,22.4139061755504,Post-demographic dividend
12967,Gross capital formation (% of GDP),2018,27.4598586301122,PYF
12968,Gross capital formation (% of GDP),2018,40.6591002641156,QAT
12969,Gross capital formation (% of GDP),2018,22.8848270580746,ROU
12970,Gross capital formation (% of GDP),2018,21.9180891512463,RUS
12971,Gross capital formation (% of GDP),2018,22.3221933243073,RWA
12972,Gross capital formation (% of GDP),2018,32.5827015595482,South Asia
12973,Gross capital formation (% of GDP),2018,22.3727056762612,SAU
12974,Gross capital formation (% of GDP),2018,9.9893502376745,SDN
12975,Gross capital formation (% of GDP),2018,32.6479409412239,SEN
12976,Gross capital formation (% of GDP),2018,24.7748536752848,SGP
12977,Gross capital formation (% of GDP),2018,19.1381712604401,SLB
12978,Gross capital formation (% of GDP),2018,15.6172570458345,SLE
12979,Gross capital formation (% of GDP),2018,18.3715366715538,SLV
12980,Gross capital formation (% of GDP),2018,20.6091867014135,SMR
12981,Gross capital formation (% of GDP),2018,16.1102546826237,SOM
12982,Gross capital formation (% of GDP),2018,22.4992604945944,SRB
12983,Gross capital formation (% of GDP),2018,22.5000189573826,Sub-Saharan Africa (
12984,Gross capital formation (% of GDP),2018,,SSD
12985,Gross capital formation (% of GDP),2018,23.4149424040035,Sub-Saharan Africa
12986,Gross capital formation (% of GDP),2018,24.9278945472018,Small states
12987,Gross capital formation (% of GDP),2018,,STP
12988,Gross capital formation (% of GDP),2018,,SUR
12989,Gross capital formation (% of GDP),2018,24.2014212638106,SVK
12990,Gross capital formation (% of GDP),2018,21.5608446841882,SVN
12991,Gross capital formation (% of GDP),2018,25.3084848300209,SWE
12992,Gross capital formation (% of GDP),2018,19.8749610874635,SWZ
12993,Gross capital formation (% of GDP),2018,,SXM
12994,Gross capital formation (% of GDP),2018,21.9869866164983,SYC
12995,Gross capital formation (% of GDP),2018,,SYR
12996,Gross capital formation (% of GDP),2018,,TCA
12997,Gross capital formation (% of GDP),2018,21.9262549263931,TCD
12998,Gross capital formation (% of GDP),2018,41.2534711285462,East Asia & Pacific (IDA & IBRD countries)
12999,Gross capital formation (% of GDP),2018,23.8508445253911,Europe & Central Asia (IDA & IBRD countries)
13000,Gross capital formation (% of GDP),2018,19.1358467370146,TGO
13001,Gross capital formation (% of GDP),2018,25.2195901594439,THA
13002,Gross capital formation (% of GDP),2018,37.2634366837792,TJK
13003,Gross capital formation (% of GDP),2018,,TKM
13004,Gross capital formation (% of GDP),2018,19.3622859187099,Latin America & the Caribbean (IDA & IBRD countries)
13005,Gross capital formation (% of GDP),2018,35.9232512895108,TLS
13006,Gross capital formation (% of GDP),2018,25.9101634524681,AFG
13007,Gross capital formation (% of GDP),2018,23.9263170955534,TON
13008,Gross capital formation (% of GDP),2018,32.5827015595482,South Asia (IDA & IBRD)
13009,Gross capital formation (% of GDP),2018,23.4149424040035,Sub-Saharan Africa (IDA & IBRD countries)
13010,Gross capital formation (% of GDP),2018,22.8343524061821,TTO
13011,Gross capital formation (% of GDP),2018,22.964008655978,TUN
13012,Gross capital formation (% of GDP),2018,29.4582364195468,TUR
13013,Gross capital formation (% of GDP),2018,,TUV
13014,Gross capital formation (% of GDP),2018,38.3765744836496,TZA
13015,Gross capital formation (% of GDP),2018,24.3285989781833,UGA
13016,Gross capital formation (% of GDP),2018,18.5883388544006,UKR
13017,Gross capital formation (% of GDP),2018,35.3435828976422,Upper middle income
13018,Gross capital formation (% of GDP),2018,14.8534986544499,URY
13019,Gross capital formation (% of GDP),2018,21.5690729259474,USA
13020,Gross capital formation (% of GDP),2018,34.9925116035955,UZB
13021,Gross capital formation (% of GDP),2018,,VCT
13022,Gross capital formation (% of GDP),2018,,VEN
13023,Gross capital formation (% of GDP),2018,,VGB
13024,Gross capital formation (% of GDP),2018,,VIR
13025,Gross capital formation (% of GDP),2018,32.019502902433,VNM
13026,Gross capital formation (% of GDP),2018,26.800369153824,VUT
13027,Gross capital formation (% of GDP),2018,26.5312036951724,World
13028,Gross capital formation (% of GDP),2018,33.1401642944483,WSM
13029,Gross capital formation (% of GDP),2018,36.2945421291487,XKX
13030,Gross capital formation (% of GDP),2018,,YEM
13031,Gross capital formation (% of GDP),2018,16.1705829786619,ZAF
13032,Gross capital formation (% of GDP),2018,38.5885582958265,ZMB
13033,Gross capital formation (% of GDP),2018,14.1484443423452,ZWE
13034,Gross capital formation (% of GDP),2019,22.4385043629328,ABW
13035,Gross capital formation (% of GDP),2019,21.5137293493239,Africa Eastern and Southern
13036,Gross capital formation (% of GDP),2019,,AFG
13037,Gross capital formation (% of GDP),2019,,Africa Western and Central
13038,Gross capital formation (% of GDP),2019,17.7122552404386,AGO
13039,Gross capital formation (% of GDP),2019,25.2875256073276,ALB
13040,Gross capital formation (% of GDP),2019,,AND
13041,Gross capital formation (% of GDP),2019,26.3851615210824,Arab World
13042,Gross capital formation (% of GDP),2019,24.0692780432813,ARE
13043,Gross capital formation (% of GDP),2019,14.2100303992191,ARG
13044,Gross capital formation (% of GDP),2019,17.4085294108567,ARM
13045,Gross capital formation (% of GDP),2019,,ASM
13046,Gross capital formation (% of GDP),2019,,ATG
13047,Gross capital formation (% of GDP),2019,23.391288227558,AUS
13048,Gross capital formation (% of GDP),2019,25.5090080970816,AUT
13049,Gross capital formation (% of GDP),2019,20.3077798481492,AZE
13050,Gross capital formation (% of GDP),2019,14.1287000005288,BDI
13051,Gross capital formation (% of GDP),2019,24.6756822316808,BEL
13052,Gross capital formation (% of GDP),2019,25.6298005790604,BEN
13053,Gross capital formation (% of GDP),2019,19.7578680144889,BFA
13054,Gross capital formation (% of GDP),2019,32.2137331126266,BGD
13055,Gross capital formation (% of GDP),2019,20.6958565853763,BGR
13056,Gross capital formation (% of GDP),2019,35.6238573504316,BHR
13057,Gross capital formation (% of GDP),2019,25.3844995104316,BHS
13058,Gross capital formation (% of GDP),2019,24.8437950565657,BIH
13059,Gross capital formation (% of GDP),2019,29.1499946931726,BLR
13060,Gross capital formation (% of GDP),2019,16.8529916677134,BLZ
13061,Gross capital formation (% of GDP),2019,14.7485170334877,BMU
13062,Gross capital formation (% of GDP),2019,19.8750108890925,BOL
13063,Gross capital formation (% of GDP),2019,15.5167908009424,BRA
13064,Gross capital formation (% of GDP),2019,,BRB
13065,Gross capital formation (% of GDP),2019,38.6777535464503,BRN
13066,Gross capital formation (% of GDP),2019,46.0853579286619,BTN
13067,Gross capital formation (% of GDP),2019,30.8204405592326,BWA
13068,Gross capital formation (% of GDP),2019,26.0,CAF
13069,Gross capital formation (% of GDP),2019,23.0424241743147,CAN
13070,Gross capital formation (% of GDP),2019,23.2321657368325,Central Europe and the Baltics
13071,Gross capital formation (% of GDP),2019,26.4377930438681,CHE
13072,Gross capital formation (% of GDP),2019,,Channel Islands
13073,Gross capital formation (% of GDP),2019,24.9390098912825,CHL
13074,Gross capital formation (% of GDP),2019,42.6695374085222,CHN
13075,Gross capital formation (% of GDP),2019,21.9899384954404,CIV
13076,Gross capital formation (% of GDP),2019,18.9346454960496,CMR
13077,Gross capital formation (% of GDP),2019,20.5945396795345,COD
13078,Gross capital formation (% of GDP),2019,25.9000965433665,COG
13079,Gross capital formation (% of GDP),2019,21.3806095458027,COL
13080,Gross capital formation (% of GDP),2019,12.7348062616273,COM
13081,Gross capital formation (% of GDP),2019,23.4319738651901,CPV
13082,Gross capital formation (% of GDP),2019,16.0640851994565,CRI
13083,Gross capital formation (% of GDP),2019,,Caribbean small states
13084,Gross capital formation (% of GDP),2019,11.494997466827,CUB
13085,Gross capital formation (% of GDP),2019,,CUW
13086,Gross capital formation (% of GDP),2019,,CYM
13087,Gross capital formation (% of GDP),2019,19.4941688880243,CYP
13088,Gross capital formation (% of GDP),2019,26.171850655873,CZE
13089,Gross capital formation (% of GDP),2019,21.3000724211289,DEU
13090,Gross capital formation (% of GDP),2019,2.28145969959191,DJI
13091,Gross capital formation (% of GDP),2019,,DMA
13092,Gross capital formation (% of GDP),2019,21.8859998750194,DNK
13093,Gross capital formation (% of GDP),2019,25.2348623794613,DOM
13094,Gross capital formation (% of GDP),2019,44.6295617875004,DZA
13095,Gross capital formation (% of GDP),2019,40.467823928405,East Asia & Pacific (
13096,Gross capital formation (% of GDP),2019,26.5930500231395,Early-demographic dividend
13097,Gross capital formation (% of GDP),2019,35.17618862751,East Asia & Pacific
13098,Gross capital formation (% of GDP),2019,24.9429177824629,Europe & Central Asia (
13099,Gross capital formation (% of GDP),2019,22.4043391946364,Europe & Central Asia
13100,Gross capital formation (% of GDP),2019,21.04923118303,ECU
13101,Gross capital formation (% of GDP),2019,20.6540385989993,EGY
13102,Gross capital formation (% of GDP),2019,22.3361781594186,Euro area
13103,Gross capital formation (% of GDP),2019,,ERI
13104,Gross capital formation (% of GDP),2019,20.9088226144802,ESP
13105,Gross capital formation (% of GDP),2019,26.356088071314,EST
13106,Gross capital formation (% of GDP),2019,35.2639756254811,ETH
13107,Gross capital formation (% of GDP),2019,22.4878036073017,European Union
13108,Gross capital formation (% of GDP),2019,,Fragile and conflict affected situations
13109,Gross capital formation (% of GDP),2019,24.5675378797407,FIN
13110,Gross capital formation (% of GDP),2019,19.6476633955388,FJI
13111,Gross capital formation (% of GDP),2019,23.0250733613606,FRA
13112,Gross capital formation (% of GDP),2019,27.6135742909209,FRO
13113,Gross capital formation (% of GDP),2019,,FSM
13114,Gross capital formation (% of GDP),2019,21.8987965722319,GAB
13115,Gross capital formation (% of GDP),2019,18.3786714033307,GBR
13116,Gross capital formation (% of GDP),2019,27.1682284921369,GEO
13117,Gross capital formation (% of GDP),2019,18.6472756161472,GHA
13118,Gross capital formation (% of GDP),2019,,GIB
13119,Gross capital formation (% of GDP),2019,19.7285576989784,GIN
13120,Gross capital formation (% of GDP),2019,24.6538431612228,GMB
13121,Gross capital formation (% of GDP),2019,22.6522646576117,GNB
13122,Gross capital formation (% of GDP),2019,10.891703090741,GNQ
13123,Gross capital formation (% of GDP),2019,12.0996603246177,GRC
13124,Gross capital formation (% of GDP),2019,,GRD
13125,Gross capital formation (% of GDP),2019,31.269509364495,GRL
13126,Gross capital formation (% of GDP),2019,14.3298367176167,GTM
13127,Gross capital formation (% of GDP),2019,,GUM
13128,Gross capital formation (% of GDP),2019,,GUY
13129,Gross capital formation (% of GDP),2019,22.8246198088387,High income
13130,Gross capital formation (% of GDP),2019,18.189947213062,HKG
13131,Gross capital formation (% of GDP),2019,22.9677105146214,HND
13132,Gross capital formation (% of GDP),2019,25.8575196788276,Heavily indebted poor countries (HIPC)
13133,Gross capital formation (% of GDP),2019,21.9617272387166,HRV
13134,Gross capital formation (% of GDP),2019,18.5362500202298,HTI
13135,Gross capital formation (% of GDP),2019,28.6983472177676,HUN
13136,Gross capital formation (% of GDP),2019,32.8209778275926,IBRD only
13137,Gross capital formation (% of GDP),2019,32.589183424485,IDA & IBRD total
13138,Gross capital formation (% of GDP),2019,28.5285642832412,IDA total
13139,Gross capital formation (% of GDP),2019,,IDA blend
13140,Gross capital formation (% of GDP),2019,33.7801423773995,IDN
13141,Gross capital formation (% of GDP),2019,30.2555996945743,IDA only
13142,Gross capital formation (% of GDP),2019,,IMN
13143,Gross capital formation (% of GDP),2019,30.0961975685688,IND
13144,Gross capital formation (% of GDP),2019,,Not classified
13145,Gross capital formation (% of GDP),2019,53.7135535203871,IRL
13146,Gross capital formation (% of GDP),2019,37.2993303178833,IRN
13147,Gross capital formation (% of GDP),2019,22.7407245883586,IRQ
13148,Gross capital formation (% of GDP),2019,20.6736408574095,ISL
13149,Gross capital formation (% of GDP),2019,23.8648600543139,ISR
13150,Gross capital formation (% of GDP),2019,18.3641315277239,ITA
13151,Gross capital formation (% of GDP),2019,24.2690954889352,JAM
13152,Gross capital formation (% of GDP),2019,21.4133341743379,JOR
13153,Gross capital formation (% of GDP),2019,25.7896961306359,JPN
13154,Gross capital formation (% of GDP),2019,27.6275749485747,KAZ
13155,Gross capital formation (% of GDP),2019,19.3418324204191,KEN
13156,Gross capital formation (% of GDP),2019,34.4462636342397,KGZ
13157,Gross capital formation (% of GDP),2019,31.3945541935104,KHM
13158,Gross capital formation (% of GDP),2019,15.9071875951111,KIR
13159,Gross capital formation (% of GDP),2019,,KNA
13160,Gross capital formation (% of GDP),2019,31.4949336660816,KOR
13161,Gross capital formation (% of GDP),2019,23.0019978518204,KWT
13162,Gross capital formation (% of GDP),2019,18.2663123089018,Latin America & Caribbean (
13163,Gross capital formation (% of GDP),2019,,LAO
13164,Gross capital formation (% of GDP),2019,12.3224742609761,LBN
