,year,"Exports of goods, Free on board (FOB), US dollar","Imports of goods, Cost insurance freight (CIF), US dollar",export_share,country
1779,2008,709815.478823,475004.969607,0.5990911785524745,CIS
1780,2009,416643.69029,297807.680973,0.5831659187013127,CIS
1781,2010,550614.831935,385700.064495,0.5880658676203863,CIS
1782,2011,751387.999998,483821.020799,0.6083083812917576,CIS
1783,2012,780026.455421,559304.752751,0.5823999699713017,CIS
1784,2013,761455.22499,558017.26473,0.5770906410876254,CIS
1785,2014,715902.15638,498341.407234,0.5895869476542521,CIS
1786,2015,490049.558419,342212.279405,0.5888165672719836,CIS
1787,2016,420705.237706,321454.696102,0.5668660062897416,CIS
1788,2017,519481.816381,387568.384334,0.5727156181339338,CIS
1789,2018,642426.486417,424604.294409,0.6020693104276623,CIS
1790,2019,616685.887733,448627.849812,0.5788772508971335,CIS
1791,2020,503540.256151,401808.338673,0.5561838379490591,CIS
1792,2021,710202.917943,505212.730502,0.5843292530021578,CIS
1793,2022,832097.991978798,460167.851654238,0.643906202488076,CIS
1794,1970,1.6,16.5,0.08839779005524862,CPV
1795,1971,1.6,20.2,0.07339449541284404,CPV
1796,1972,1.8,24.3,0.06896551724137931,CPV
1797,1973,1.9,33.9,0.05307262569832402,CPV
1798,1974,1.9,35.0,0.051490514905149054,CPV
1799,1975,2.3,39.3,0.05528846153846154,CPV
1800,1976,1.5,30.0,0.047619047619047616,CPV
1801,1977,1.8,37.1,0.04627249357326479,CPV
1802,1978,1.0,52.3,0.01876172607879925,CPV
1803,1979,2.4,54.4,0.04225352112676056,CPV
1804,1980,3.8,68.3,0.05270457697642164,CPV
1805,1981,2.9,71.0,0.03924221921515561,CPV
1806,1982,3.7,72.0,0.0488771466314399,CPV
1807,1983,3.1,79.4,0.037575757575757575,CPV
1808,1984,2.6,70.5,0.03556771545827634,CPV
1809,1985,4.9,81.3,0.05684454756380511,CPV
1810,1986,4.49126741980454,80.5578228604643,0.05280794191923887,CPV
1811,1987,8.72604200839074,100.483661955634,0.07990170920402115,CPV
1812,1988,6.57325132165027,106.181010857876,0.05829714278281029,CPV
1813,1989,6.75317957930487,111.650602680027,0.05703516771545214,CPV
1814,1990,6.90466728137015,144.505793715269,0.04560231331389589,CPV
1815,1991,5.28708096493685,151.522458309924,0.03371657738034344,CPV
1816,1992,6.49251645611129,183.973547338825,0.03408752366039025,CPV
1817,1993,12.3568123978621,189.334150230069,0.06126606882558887,CPV
1818,1994,6.9274010006827,228.213340656688,0.029460658122686306,CPV
1819,1995,12.7399059760535,260.490985881221,0.04662688720684024,CPV
1820,1996,16.1871780635379,340.150652987792,0.045426493212297074,CPV
1821,1997,13.9026437233928,233.573058347941,0.056177813041966534,CPV
1822,1998,10.3542775641189,230.216519369381,0.04304045917502238,CPV
1823,1999,11.3947711781889,262.0788218111,0.04166680612060119,CPV
1824,2000,14.110051,234.29839,0.05680181777719864,CPV
1825,2001,9.723314,224.159183,0.041573500046906034,CPV
1826,2002,10.494742,269.137626,0.03753049790001421,CPV
1827,2003,12.348941,346.678412,0.034395543673242074,CPV
1828,2004,15.099531,420.704331,0.034647538300153935,CPV
1829,2005,17.807649,432.217057,0.0395703808314915,CPV
1830,2006,20.201663,534.522023,0.03641752373270753,CPV
1831,2007,19.309405,739.765902,0.025438062366057182,CPV
1832,2008,38.699276,818.692,0.045136073906121704,CPV
1833,2009,37.171413,700.40717,0.05039654601793122,CPV
1834,2010,47.200348,735.130762,0.06033295544133481,CPV
1835,2011,476.423081,952.154726,0.33349466767965824,CPV
1836,2012,529.775327,816.57244,0.393490701277332,CPV
1837,2013,349.070665,729.081532,0.32376752185016416,CPV
1838,2014,517.639161,769.177198,0.40226342894977135,CPV
1839,2015,1894.410268,603.196421,0.7584902284028116,CPV
1840,2016,1004.975551,667.842272,0.6007680795734803,CPV
1841,2017,406.690973,789.55759,0.3399719636695605,CPV
1842,2018,519.738331,811.780347,0.39033499085470585,CPV
1843,2019,625.229929,1390.186116,0.3102237528331278,CPV
1844,2020,411.724045,1151.643968,0.2633570864801876,CPV
1845,2021,1283.556675,1283.090916,0.5000907329470616,CPV
1846,2022,516.543369,1779.403675,0.22498052398459412,CPV
1847,1955,36.3,44.7,0.44814814814814813,KHM
1848,1956,32.6,52.5,0.3830787309048179,KHM
1849,1957,38.9,55.0,0.4142705005324813,KHM
1850,1958,54.6,75.2,0.42064714946070875,KHM
1851,1959,53.7,62.5,0.4621342512908778,KHM
1852,1960,67.6,93.7,0.41909485430874144,KHM
1853,1961,63.6,97.2,0.39552238805970147,KHM
1854,1962,54.4,102.3,0.3471601786853861,KHM
1855,1963,87.6,105.8,0.45294725956566706,KHM
1856,1964,74.3,79.4,0.483409238776838,KHM
1857,1965,86.9,97.1,0.4722826086956522,KHM
1858,1966,61.6,106.9,0.3655786350148368,KHM
1859,1967,82.1,,,KHM
1860,1968,87.7,113.3,0.436318407960199,KHM
1861,1970,37.82,51.69,0.4225226231705955,KHM
1862,1981,2.37272727272727,78.3717,0.02938564744181047,KHM
1863,1982,4.89363636363636,50.8084406183287,0.08785375032282543,KHM
1864,1983,2.10867897215884,52.0660845545805,0.03892363962268239,KHM
1865,1984,3.96178932288712,49.0885152147732,0.07467986013303,KHM
1866,1985,4.81552148085286,27.370821594247,0.14961381197040258,KHM
1867,1986,3.21745446619513,11.0144160236839,0.2260739000177958,KHM
1868,1987,9.60012210931696,13.3022775741151,0.41917538083408057,KHM
1869,1988,8.39708043376963,23.8644212625528,0.2602817597522696,KHM
1870,1989,20.7309419398792,51.8723627884668,0.28553716690234027,KHM
1871,1990,41.7205859342658,56.0154575381342,0.42687001081691434,KHM
1872,1991,57.3759314436537,61.9334820914271,0.4809002889514944,KHM
1873,1992,165.347794339943,751.153328485374,0.1804119932010797,KHM
1874,1993,267.261077365945,981.386995332576,0.21404035549292336,KHM
1875,1994,242.997609651585,1151.53519418615,0.17425019259701813,KHM
1876,1995,357.137721876232,1573.4609445816,0.184988070323021,KHM
1877,1996,292.748815285021,1632.033935878,0.15209447149717648,KHM
1878,1997,625.82,1116.44,0.3592001193851664,KHM
1879,1998,933.5,1128.86,0.4526367850423787,KHM
1880,1999,1040.06,1242.97,0.4555612497426666,KHM
1881,2000,1368.060213,1412.449971,0.49201769548347035,KHM
1882,2001,1496.14351,1455.319971,0.5069158129962985,KHM
1883,2002,1919.589671,1604.406733,0.5447195317285574,KHM
1884,2003,2109.380949,1656.31443,0.560157085664257,KHM
1885,2004,2794.450494,2032.034422,0.5789825395985968,KHM
1886,2005,3020.048962,2545.156604,0.5426662009487396,KHM
1887,2006,3569.349826,2978.083421,0.5451525340308674,KHM
1888,2007,3531.833118,3550.007519,0.4987168306989962,KHM
1889,2008,4355.454005,4417.839738,0.4964445660417004,KHM
1890,2009,4982.555506,3899.105062,0.5609936866932067,KHM
1891,2010,5579.943743,4888.91167,0.5330041845903177,KHM
1892,2011,6701.688612,6137.711641,0.5219627459183004,KHM
1893,2012,7837.572759,7020.685652,0.5274893289779923,KHM
1894,2013,9683.899977,9195.192709,0.5129430814321496,KHM
1895,2014,9432.287174,9963.095785,0.48631610904197975,KHM
1896,2015,8507.315448,10587.707756,0.4455252741571898,KHM
1897,2016,10032.047368,12315.232007,0.4489158254862512,KHM
1898,2017,11376.667414,14314.186901,0.4428294705387652,KHM
1899,2018,12767.99205,17524.549905,0.4214896217348492,KHM
1900,2019,14915.838852,20475.672846,0.42145243693681794,KHM
1901,2020,20099.349417,19560.04415,0.5067992122230627,KHM
1902,2021,19471.536124,29502.042672,0.3975926734925561,KHM
1903,2022,22606.585644,31316.207061,0.41923988929274797,KHM
1904,1948,35.4,41.6,0.4597402597402597,CMR
1905,1949,48.5,64.3,0.4299645390070922,CMR
1906,1950,45.8,59.9,0.43330179754020814,CMR
1907,1951,63.6,92.0,0.4087403598971723,CMR
1908,1952,61.3,104.5,0.3697225572979493,CMR
1909,1953,72.1,78.8,0.47779986746189534,CMR
1910,1954,85.1,92.2,0.47997743936830223,CMR
1911,1955,91.8,101.7,0.47441860465116276,CMR
1912,1956,70.7,92.7,0.43268053855569155,CMR
1913,1957,80.5,97.5,0.45224719101123595,CMR
1914,1958,102.6,99.5,0.5076694705591291,CMR
1915,1959,104.7,78.4,0.571818678317859,CMR
1916,1960,96.9,84.1,0.5353591160220995,CMR
1917,1961,97.9,95.3,0.506728778467909,CMR
1918,1962,100.8,101.8,0.49753208292201384,CMR
1919,1963,117.7,107.9,0.5217198581560283,CMR
1920,1964,125.0,116.0,0.5186721991701245,CMR
1921,1965,118.5,134.6,0.4681943895693402,CMR
1922,1966,131.2,131.1,0.5001906214258484,CMR
1923,1967,125.9,177.0,0.41564872895345,CMR
1924,1968,187.2,182.8,0.5059459459459459,CMR
1925,1969,232.914,206.284,0.530316622571141,CMR
1926,1970,231.432,242.019,0.48881932871617123,CMR
1927,1971,204.781,249.66,0.4506217528788115,CMR
1928,1972,229.722,303.21,0.43105311747089686,CMR
1929,1973,368.527,334.73,0.5240289111946272,CMR
1930,1974,475.994,437.258,0.5212077279874558,CMR
1931,1975,447.87,598.862,0.4278745657914347,CMR
1932,1976,512.741,608.98,0.45710207796769425,CMR
1933,1977,701.601,785.634,0.4717485804193688,CMR
1934,1978,797.527,1045.432,0.43274267088958573,CMR
1935,1979,1130.901,1277.117,0.4696397618290229,CMR
1936,1980,1383.002,1616.101,0.4611385470922472,CMR
1937,1981,1113.374,1436.16,0.4366970591488484,CMR
1938,1982,999.638,1210.301,0.45233737220801123,CMR
1939,1983,1116.141,1268.085,0.4681355710406648,CMR
1940,1984,1030.176,1121.614,0.47875303816822273,CMR
1941,1985,1197.29667314775,1144.34307432309,0.5113069482361354,CMR
1942,1986,790.55,1525.229,0.34137540758422974,CMR
1943,1987,808.026,1717.659,0.3199235059003795,CMR
1944,1988,1582.16758319775,1280.55643765747,0.55267904683494,CMR
1945,1989,1281.444,1273.33,0.5015880073932175,CMR
1946,1990,2025.79667693551,1554.86362029466,0.5657606443433271,CMR
1947,1991,1908.5213291702,1345.01295317656,0.586599421904229,CMR
1948,1992,1840.37499569462,1162.83582488901,0.612802465641413,CMR
1949,1993,1354.06710800451,881.080714694651,0.6058065127743277,CMR
1950,1994,1359.65576647884,717.429343602222,0.6545980036541579,CMR
1951,1995,1652.3547863786,1199.46128229439,0.5794044028749286,CMR
1952,1996,1768.87307210554,1226.51009745339,0.5905331545165912,CMR
1953,1997,1858.08791455776,1360.23588602562,0.5773464790028112,CMR
1954,1998,1671.02980700923,1494.66793391154,0.5278551345597501,CMR
1955,1999,1600.60644691948,1317.57372695876,0.5484947301222617,CMR
1956,2000,1820.69084,1450.355667,0.556608056811098,CMR
1957,2001,1736.850411,1807.875134,0.48998163297858366,CMR
1958,2002,1788.93618,1805.192358,0.4977385090950245,CMR
1959,2003,2220.272789,1819.445137,0.5496108465173071,CMR
1960,2004,2190.438115,2477.158544,0.46928607483177137,CMR
1961,2005,2913.900061,2923.574111,0.49917138391409055,CMR
1962,2006,3713.768225,3234.972353,0.5344519892939943,CMR
1963,2007,4348.50832,3515.590731,0.5529569619862613,CMR
1964,2008,2180.802003,4398.483174,0.3314648847603828,CMR
1965,2009,1795.527216,3986.02382,0.31056150932851506,CMR
1966,2010,4341.744401,5210.01768,0.4545490522252885,CMR
1967,2011,4551.991682,6748.662185,0.4028078140940727,CMR
1968,2012,4395.295713,6569.463485,0.40085656544119214,CMR
1969,2013,4596.657351,6847.548417,0.401658048114886,CMR
1970,2014,5325.456173,7681.516195,0.40943088232445146,CMR
1971,2015,4127.226313,6086.151734,0.40410002391053174,CMR
1972,2016,2254.828173,5069.225965,0.30786612585249573,CMR
1973,2017,3338.917493,5349.74756,0.3842842913880248,CMR
1974,2018,3913.429354,6372.575986,0.38046153240670977,CMR
1975,2019,4317.214264,6703.070784,0.39175159673238247,CMR
1976,2020,3245.36644,5812.142824,0.35830672046884254,CMR
1977,2021,4409.827271,7137.608031,0.3818880258403547,CMR
1978,2022,6271.477818,8589.177394,0.42201893042614785,CMR
1979,1948,3188.7,2993.7,0.5157705745341615,CAN
1980,1949,3025.7,3027.1,0.4998843510441449,CAN
1981,1950,3013.9,3303.3,0.4770942822769581,CAN
1982,1951,5936.5,4331.4,0.5781610650668588,CAN
1983,1952,4637.3,4632.7,0.5002481121898598,CAN
1984,1953,4415.6,4979.3,0.4699996806778145,CAN
1985,1954,4208.3,4700.0,0.47240214182279455,CAN
1986,1955,4610.9,5336.4,0.46353281795059964,CAN
1987,1956,5212.9,6521.5,0.4442408644668666,CAN
1988,1957,5323.5,6521.6,0.4494263450709576,CAN
1989,1958,5260.2,5958.8,0.46886531776450663,CAN
1990,1959,5604.0,6525.0,0.4620331437051694,CAN
1991,1960,5825.4,6468.0,0.4738640245985651,CAN
1992,1961,6101.6,6436.0,0.4866641143440531,CAN
1993,1962,6199.1,6592.5,0.48462272116076177,CAN
1994,1963,6756.2,6808.6,0.49806853031375325,CAN
1995,1964,8041.5,7829.0,0.5066948111275638,CAN
1996,1965,8462.6,9113.7,0.4814778992165586,CAN
1997,1966,9953.0,10680.1,0.4823802530884841,CAN
1998,1967,10974.6,11496.3,0.48839165320481154,CAN
1999,1968,13069.2,13043.5,0.500492097714905,CAN
2000,1969,14291.8,14877.9,0.4899536162524812,CAN
2001,1970,16748.6,15182.3,0.5245263991932579,CAN
2002,1971,18371.1,17573.6,0.511093429629403,CAN
2003,1972,21165.0,21355.0,0.49776575729068673,CAN
2004,1973,26435.4,26430.7,0.5000444519266599,CAN
2005,1974,34512.7,36766.7,0.48418898026638835,CAN
2006,1975,34075.7,38672.5,0.46840609114727233,CAN
2007,1976,40599.2,43096.7,0.4850799143088252,CAN
2008,1977,43555.1,45096.8,0.49130475488963016,CAN
2009,1978,48430.6,49540.7,0.49433456532678455,CAN
2010,1979,58299.0,60837.2,0.48934748632237723,CAN
2011,1980,67733.1,67104.8,0.5023298345643176,CAN
2012,1981,72727.4,74789.7,0.4930099629127742,CAN
2013,1982,71240.1,62388.6,0.533119756459503,CAN
2014,1983,76746.6,69482.3,0.5248387972555356,CAN
2015,1984,90295.3,83520.9,0.5194872514759844,CAN
2016,1985,90781.6,86540.1,0.5119599011288523,CAN
2017,1986,89709.4,91638.9,0.4946801265851403,CAN
2018,1987,98107.8,99485.0,0.49651505520444067,CAN
2019,1988,116414.441293293,121112.76965704,0.4901099155230484,CAN
2020,1989,120674.268123931,129094.498638082,0.48314394825399837,CAN
2021,1990,126441.400007053,131641.420271468,0.4899256752952344,CAN
2022,1991,126150.666291163,132497.922351992,0.48772996192609036,CAN
2023,1992,133440.897531775,137327.656569396,0.49282272815888234,CAN
2024,1993,140742.226340759,148405.415255335,0.48674865741204865,CAN
2025,1994,161260.816704302,166671.33479594,0.49175055256569744,CAN
2026,1995,190174.505536426,179622.378460549,0.5142674634813355,CAN
2027,1996,200139.15882766,187048.645948237,0.516904603809771,CAN
2028,1997,213021.671287654,215022.603581655,0.4976627040571773,CAN
2029,1998,211355.022998741,219179.991619952,0.49091250611969245,CAN
2030,1999,237337.824491122,235593.245114646,0.501844433035379,CAN
2031,2000,275130.178203,253170.463282,0.5207833506119484,CAN
2032,2001,261285.947897,234772.365058,0.5267242601792718,CAN
2033,2002,252213.690053,235148.745875,0.5175074471481436,CAN
2034,2003,271601.348352,253772.623908,0.5169676510308516,CAN
2035,2004,315868.648469,288114.265351,0.5229761326710902,CAN
2036,2005,360742.333853,333506.333982,0.519615449861744,CAN
2037,2006,388294.62002,371007.294021,0.5113836971034335,CAN
2038,2007,420325.813239,403255.473243,0.5103634821942818,CAN
2039,2008,456391.430308,432734.5439,0.5133034502951467,CAN
2040,2009,316465.025264,340733.519034,0.48153640632609523,CAN
2041,2010,387476.259555,415668.404341,0.4824488998972851,CAN
2042,2011,451321.993529,478665.504678,0.4852989899317368,CAN
2043,2012,454998.161162,490101.339114,0.48142884535345287,CAN
2044,2013,458129.033414,489456.166817,0.4834700175797579,CAN
2045,2014,475214.297176,489204.596357,0.4927467725514228,CAN
2046,2015,408347.675074,445071.780452,0.47848414098119824,CAN
2047,2016,389580.156642,426868.256528,0.4771644483077488,CAN
2048,2017,418785.166755,457380.066579,0.47797510198097115,CAN
2049,2018,447666.355515,485445.049952,0.4797566002217642,CAN
2050,2019,446093.934059,479227.889114,0.4820959831351534,CAN
2051,2020,390141.060531,428466.769365,0.4765909221520218,CAN
2052,2021,501740.476073,517410.84003,0.49231205233737035,CAN
2053,2022,596957.71223,601421.864879,0.4981374212585592,CAN
2054,1960,13.9,19.6,0.41492537313432837,CAF
2055,1961,0.7,1.4,0.33333333333333337,CAF
2056,1963,22.0,26.4,0.4545454545454546,CAF
2057,1964,28.9,29.5,0.4948630136986301,CAF
2058,1965,26.1,27.2,0.48968105065666045,CAF
2059,1966,30.9,34.8,0.47031963470319643,CAF
2060,1967,28.9,43.9,0.39697802197802196,CAF
2061,1968,35.2,38.8,0.4756756756756757,CAF
2062,1969,35.596,37.648,0.4859920266506471,CAF
2063,1970,32.704,32.991,0.49781566329248805,CAF
2064,1971,36.603,33.368,0.5231167197839105,CAF
2065,1972,39.754,33.863,0.540011138731543,CAF
2066,1973,37.56,50.24,0.4277904328018223,CAF
2067,1974,48.449,45.747,0.5143424349229266,CAF
2068,1975,47.177,67.541,0.4112432225108527,CAF
2069,1976,58.51,54.605,0.5172611943597224,CAF
2070,1977,81.306,63.068,0.5631623422499896,CAF
2071,1978,71.71,55.89,0.5619905956112853,CAF
2072,1979,79.554,68.39,0.5377304926188287,CAF
2073,1980,115.996,78.922,0.5951015298741008,CAF
2074,1981,85.371,97.334,0.4672614323636463,CAF
2075,1982,107.315,112.951,0.4872063777432741,CAF
2076,1983,75.337,64.514,0.5386947537021545,CAF
2077,1984,85.926,66.792,0.5626448748674026,CAF
2078,1985,92.328,92.967,0.4982757224965595,CAF
2079,1986,124.610405215347,185.888655791175,0.401322969581314,CAF
2080,1987,86.1655325230753,115.689699936668,0.42686796608187794,CAF
2081,1988,97.5877702937154,138.598993800645,0.41318052121975607,CAF
2082,1989,124.817318972938,167.336344957028,0.4272317426861323,CAF
2083,1990,283.402585768959,183.676225346062,0.6067553890796586,CAF
2084,1991,109.066972017606,158.834792737988,0.4071155414638925,CAF
2085,1992,107.105311253705,163.250297535288,0.39616456168031083,CAF
2086,1993,109.736483394708,125.578083752745,0.46633952468376016,CAF
2087,1994,143.264929171143,131.957037851819,0.5205432208802951,CAF
2088,1995,187.367256142839,188.72788068074,0.49819111654913634,CAF
2089,1996,122.480579499197,176.388695474082,0.40981321853893354,CAF
2090,1997,98.4047599660998,134.093002071824,0.4232503534810307,CAF
2091,1998,231.219119433707,161.518677284167,0.5887366109552346,CAF
2092,1999,223.209402912487,153.782066701507,0.5920807787535186,CAF
2093,2000,81.956001,62.886947,0.5658266566074035,CAF
2094,2001,74.26046,61.355593,0.54757868524606,CAF
2095,2002,56.578992,52.665579,0.5179112470495215,CAF
2096,2003,65.735238,80.797394,0.4486047722121036,CAF
2097,2004,101.78402,89.317485,0.5326175741002144,CAF
2098,2005,110.509548,110.795605,0.4993537046107553,CAF
2099,2006,81.131312,82.103604,0.4970218013895997,CAF
2100,2007,110.028456,160.504277,0.4067103258813417,CAF
2101,2008,116.137951,190.796647,0.3783801231818122,CAF
2102,2009,84.183916,244.686593,0.25597891478922485,CAF
2103,2010,90.704438,219.694864,0.2922185630430316,CAF
2104,2011,104.814248,218.376778,0.3243105147356412,CAF
2105,2012,114.730501,225.633496,0.3370817771892601,CAF
2106,2013,53.325313,142.465781,0.2723582156397778,CAF
2107,2014,28.491906,336.974512,0.07796039416130432,CAF
2108,2015,190.489654,512.486713,0.27097590038898134,CAF
2109,2016,122.133635,441.017376,0.21687546078115802,CAF
2110,2017,200.032067,433.059298,0.31596082028381484,CAF
2111,2018,55.727286,396.451374,0.12324174254486048,CAF
2112,2019,124.766767,704.314887,0.15048791201451434,CAF
2113,2020,41.181202,564.623075,0.06797773400335369,CAF
2114,2021,60.110296,503.598372,0.10663362018765339,CAF
2115,2022,117.806925,683.627708,0.14699505131069124,CAF
2116,1960,13.2,25.0,0.34554973821989526,TCD
2117,1961,21.3,25.1,0.459051724137931,TCD
2118,1962,16.7,29.2,0.3638344226579521,TCD
2119,1963,22.5,29.0,0.4368932038834951,TCD
2120,1964,26.5,34.8,0.43230016313213704,TCD
2121,1965,27.1,30.9,0.4672413793103449,TCD
2122,1966,23.8,31.8,0.42805755395683454,TCD
2123,1967,26.9,39.9,0.4026946107784431,TCD
2124,1968,30.5,53.6,0.3626634958382878,TCD
2125,1969,32.782,57.299,0.363916919217149,TCD
2126,1970,29.696,64.987,0.31363602758678966,TCD
2127,1971,27.678,61.51,0.31033322868547336,TCD
2128,1972,35.754,61.287,0.3684422048412527,TCD
2129,1973,39.509,84.31,0.3190867314386322,TCD
2130,1974,37.54,86.731,0.3020817407118314,TCD
2131,1975,47.768,133.263,0.2638664096204517,TCD
2132,1981,71.2545454545454,55.1639,0.5636404181236784,TCD
2133,1982,37.7009090909091,63.5141781386023,0.37248309637297433,TCD
2134,1983,109.636363636364,83.7152807181531,0.5670309347633053,TCD
2135,1984,84.6672138869723,114.001992268312,0.4261718034993028,TCD
2136,1985,45.6684093602326,145.525434924598,0.2388592035013334,TCD
