,year,Population growth rate - Sex: all - Age: all - Variant: estimates,country
13439,1995,2.221,PHL
13440,1996,2.385,PHL
13441,1997,2.322,PHL
13442,1998,2.703,PHL
13443,1999,2.413,PHL
13444,2000,2.347,PHL
13445,2001,2.068,PHL
13446,2002,1.988,PHL
13447,2003,1.977,PHL
13448,2004,1.911,PHL
13449,2005,1.809,PHL
13450,2006,1.557,PHL
13451,2007,1.909,PHL
13452,2008,1.628,PHL
13453,2009,1.972,PHL
13454,2010,2.122,PHL
13455,2011,1.81,PHL
13456,2012,2.072,PHL
13457,2013,1.691,PHL
13458,2014,1.595,PHL
13459,2015,1.364,PHL
13460,2016,1.32,PHL
13461,2017,1.257,PHL
13462,2018,1.217,PHL
13463,2019,1.215,PHL
13464,2020,1.077,PHL
13465,2021,0.736,PHL
13466,2022,0.784,PHL
13468,1950,1.748,POL
13469,1951,1.792,POL
13470,1952,1.744,POL
13471,1953,1.762,POL
13472,1954,1.759,POL
13473,1955,1.769,POL
13474,1956,1.689,POL
13475,1957,2.197,POL
13476,1958,1.807,POL
13477,1959,1.58,POL
13478,1960,1.443,POL
13479,1961,1.27,POL
13480,1962,1.108,POL
13481,1963,1.095,POL
13482,1964,0.976,POL
13483,1965,0.92,POL
13484,1966,0.861,POL
13485,1967,0.782,POL
13486,1968,0.782,POL
13487,1969,0.736,POL
13488,1970,0.62,POL
13489,1971,0.78,POL
13490,1972,0.865,POL
13491,1973,0.89,POL
13492,1974,0.956,POL
13493,1975,0.949,POL
13494,1976,0.998,POL
13495,1977,0.929,POL
13496,1978,0.829,POL
13497,1979,0.961,POL
13498,1980,0.893,POL
13499,1981,0.922,POL
13500,1982,0.922,POL
13501,1983,0.948,POL
13502,1984,0.861,POL
13503,1985,0.732,POL
13504,1986,0.617,POL
13505,1987,0.518,POL
13506,1988,0.289,POL
13507,1989,0.346,POL
13508,1990,0.272,POL
13509,1991,0.24,POL
13510,1992,0.183,POL
13511,1993,0.137,POL
13512,1994,0.121,POL
13513,1995,-0.014,POL
13514,1996,-0.014,POL
13515,1997,-0.042,POL
13516,1998,-0.072,POL
13517,1999,-0.13,POL
13518,2000,-0.024,POL
13519,2001,-0.032,POL
13520,2002,-0.062,POL
13521,2003,-0.073,POL
13522,2004,-0.115,POL
13523,2005,-0.111,POL
13524,2006,-0.168,POL
13525,2007,-0.099,POL
13526,2008,-0.03,POL
13527,2009,0.063,POL
13528,2010,0.426,POL
13529,2011,0.168,POL
13530,2012,0.037,POL
13531,2013,0.022,POL
13532,2014,0.008,POL
13533,2015,-0.002,POL
13534,2016,-0.014,POL
13535,2017,-0.029,POL
13536,2018,-0.043,POL
13537,2019,-0.036,POL
13538,2020,-0.251,POL
13539,2021,-0.435,POL
13540,2022,2.231,POL
13542,1950,0.773,PRT
13543,1951,0.538,PRT
13544,1952,0.62,PRT
13545,1953,0.534,PRT
13546,1954,0.495,PRT
13547,1955,0.568,PRT
13548,1956,0.381,PRT
13549,1957,0.518,PRT
13550,1958,0.61,PRT
13551,1959,0.47,PRT
13552,1960,0.272,PRT
13553,1961,0.069,PRT
13554,1962,0.097,PRT
13555,1963,-0.04,PRT
13556,1964,-0.017,PRT
13557,1965,-0.121,PRT
13558,1966,-0.265,PRT
13559,1967,-0.337,PRT
13560,1968,-0.482,PRT
13561,1969,-0.782,PRT
13562,1970,-1.165,PRT
13563,1971,1.533,PRT
13564,1972,1.44,PRT
13565,1973,1.346,PRT
13566,1974,1.319,PRT
13567,1975,1.38,PRT
13568,1976,1.387,PRT
13569,1977,1.342,PRT
13570,1978,1.149,PRT
13571,1979,1.076,PRT
13572,1980,0.99,PRT
13573,1981,0.521,PRT
13574,1982,0.457,PRT
13575,1983,0.339,PRT
13576,1984,0.298,PRT
13577,1985,0.155,PRT
13578,1986,0.118,PRT
13579,1987,0.06,PRT
13580,1988,-0.008,PRT
13581,1989,-0.056,PRT
13582,1990,-0.181,PRT
13583,1991,-0.226,PRT
13584,1992,0.049,PRT
13585,1993,0.192,PRT
13586,1994,0.332,PRT
13587,1995,0.332,PRT
13588,1996,0.382,PRT
13589,1997,0.468,PRT
13590,1998,0.498,PRT
13591,1999,0.588,PRT
13592,2000,0.745,PRT
13593,2001,0.634,PRT
13594,2002,0.497,PRT
13595,2003,0.293,PRT
13596,2004,0.226,PRT
13597,2005,0.186,PRT
13598,2006,0.215,PRT
13599,2007,0.216,PRT
13600,2008,0.111,PRT
13601,2009,0.119,PRT
13602,2010,-0.074,PRT
13603,2011,-0.335,PRT
13604,2012,-0.498,PRT
13605,2013,-0.548,PRT
13606,2014,-0.451,PRT
13607,2015,-0.241,PRT
13608,2016,-0.221,PRT
13609,2017,-0.08,PRT
13610,2018,-0.027,PRT
13611,2019,0.372,PRT
13612,2020,0.156,PRT
13613,2021,0.238,PRT
13614,2022,0.264,PRT
13616,1950,0.87,PRI
13617,1951,0.779,PRI
13618,1952,0.651,PRI
13619,1953,0.602,PRI
13620,1954,0.557,PRI
13621,1955,0.521,PRI
13622,1956,0.466,PRI
13623,1957,0.383,PRI
13624,1958,0.344,PRI
13625,1959,0.413,PRI
13626,1960,1.439,PRI
13627,1961,1.686,PRI
13628,1962,1.624,PRI
13629,1963,1.572,PRI
13630,1964,1.505,PRI
13631,1965,1.458,PRI
13632,1966,1.431,PRI
13633,1967,1.377,PRI
13634,1968,1.287,PRI
13635,1969,1.147,PRI
13636,1970,1.501,PRI
13637,1971,1.658,PRI
13638,1972,1.655,PRI
13639,1973,1.63,PRI
13640,1974,1.623,PRI
13641,1975,1.634,PRI
13642,1976,1.633,PRI
13643,1977,1.623,PRI
13644,1978,1.596,PRI
13645,1979,1.645,PRI
13646,1980,1.407,PRI
13647,1981,1.246,PRI
13648,1982,1.158,PRI
13649,1983,1.059,PRI
13650,1984,1.004,PRI
13651,1985,0.895,PRI
13652,1986,0.831,PRI
13653,1987,0.817,PRI
13654,1988,0.793,PRI
13655,1989,0.747,PRI
13656,1990,0.899,PRI
13657,1991,0.935,PRI
13658,1992,0.888,PRI
13659,1993,0.814,PRI
13660,1994,0.768,PRI
13661,1995,0.728,PRI
13662,1996,0.694,PRI
13663,1997,0.679,PRI
13664,1998,0.65,PRI
13665,1999,0.615,PRI
13666,2000,0.196,PRI
13667,2001,-0.03,PRI
13668,2002,-0.09,PRI
13669,2003,-0.155,PRI
13670,2004,-0.234,PRI
13671,2005,-0.306,PRI
13672,2006,-0.339,PRI
13673,2007,-0.358,PRI
13674,2008,-0.386,PRI
13675,2009,-0.369,PRI
13676,2010,-0.716,PRI
13677,2011,-0.968,PRI
13678,2012,-1.067,PRI
13679,2013,-1.12,PRI
13680,2014,-1.19,PRI
13681,2015,-1.269,PRI
13682,2016,-1.35,PRI
13683,2017,-4.786,PRI
13684,2018,-0.069,PRI
13685,2019,-0.056,PRI
13686,2020,-0.691,PRI
13687,2021,-0.694,PRI
13688,2022,-0.059,PRI
13690,1950,3.155,QAT
13691,1951,3.196,QAT
13692,1952,3.245,QAT
13693,1953,3.224,QAT
13694,1954,3.241,QAT
13695,1955,3.308,QAT
13696,1956,3.496,QAT
13697,1957,3.901,QAT
13698,1958,4.59,QAT
13699,1959,5.668,QAT
13700,1960,7.785,QAT
13701,1961,11.449,QAT
13702,1962,12.031,QAT
13703,1963,12.196,QAT
13704,1964,12.037,QAT
13705,1965,11.811,QAT
13706,1966,12.06,QAT
13707,1967,12.047,QAT
13708,1968,11.807,QAT
13709,1969,11.401,QAT
13710,1970,12.837,QAT
13711,1971,11.492,QAT
13712,1972,10.414,QAT
13713,1973,9.539,QAT
13714,1974,8.809,QAT
13715,1975,8.206,QAT
13716,1976,7.702,QAT
13717,1977,7.271,QAT
13718,1978,6.897,QAT
13719,1979,6.595,QAT
13720,1980,6.32,QAT
13721,1981,6.081,QAT
13722,1982,5.819,QAT
13723,1983,5.527,QAT
13724,1984,5.209,QAT
13725,1985,4.922,QAT
13726,1986,3.911,QAT
13727,1987,3.58,QAT
13728,1988,3.479,QAT
13729,1989,3.397,QAT
13730,1990,3.318,QAT
13731,1991,3.243,QAT
13732,1992,3.164,QAT
13733,1993,3.079,QAT
13734,1994,2.986,QAT
13735,1995,2.881,QAT
13736,1996,2.754,QAT
13737,1997,5.159,QAT
13738,1998,5.459,QAT
13739,1999,5.264,QAT
13740,2000,5.077,QAT
13741,2001,4.888,QAT
13742,2002,4.701,QAT
13743,2003,4.503,QAT
13744,2004,3.075,QAT
13745,2005,9.745,QAT
13746,2006,22.136,QAT
13747,2007,21.35,QAT
13748,2008,12.605,QAT
13749,2009,8.744,QAT
13750,2010,6.307,QAT
13751,2011,5.284,QAT
13752,2012,5.07,QAT
13753,2013,7.599,QAT
13754,2014,9.793,QAT
13755,2015,8.279,QAT
13756,2016,5.512,QAT
13757,2017,2.639,QAT
13758,2018,1.356,QAT
13759,2019,1.291,QAT
13760,2020,-0.9,QAT
13761,2021,1.721,QAT
13762,2022,3.683,QAT
13764,1950,3.763,REU
13765,1951,3.567,REU
13766,1952,3.786,REU
13767,1953,3.615,REU
13768,1954,4.014,REU
13769,1955,3.655,REU
13770,1956,3.638,REU
13771,1957,3.694,REU
13772,1958,3.505,REU
13773,1959,3.524,REU
13774,1960,3.557,REU
13775,1961,3.293,REU
13776,1962,2.94,REU
13777,1963,2.954,REU
13778,1964,2.948,REU
13779,1965,2.648,REU
13780,1966,2.548,REU
13781,1967,2.319,REU
13782,1968,2.204,REU
13783,1969,2.051,REU
13784,1970,1.837,REU
13785,1971,1.761,REU
13786,1972,1.739,REU
13787,1973,1.7,REU
13788,1974,1.656,REU
13789,1975,1.686,REU
13790,1976,1.663,REU
13791,1977,1.627,REU
13792,1978,1.572,REU
13793,1979,1.49,REU
13794,1980,1.339,REU
13795,1981,1.476,REU
13796,1982,1.588,REU
13797,1983,1.751,REU
13798,1984,1.824,REU
13799,1985,1.782,REU
13800,1986,1.677,REU
13801,1987,1.642,REU
13802,1988,1.603,REU
13803,1989,1.611,REU
13804,1990,1.814,REU
13805,1991,1.795,REU
13806,1992,1.775,REU
13807,1993,1.65,REU
13808,1994,1.598,REU
13809,1995,1.549,REU
13810,1996,1.523,REU
13811,1997,1.574,REU
13812,1998,1.502,REU
13813,1999,1.183,REU
13814,2000,1.197,REU
13815,2001,1.173,REU
13816,2002,1.162,REU
13817,2003,1.194,REU
13818,2004,0.432,REU
13819,2005,0.376,REU
13820,2006,1.228,REU
13821,2007,1.734,REU
13822,2008,1.123,REU
13823,2009,0.791,REU
13824,2010,0.636,REU
13825,2011,-0.089,REU
13826,2012,-0.319,REU
13827,2013,0.917,REU
13828,2014,1.675,REU
13829,2015,-0.196,REU
13830,2016,-0.302,REU
13831,2017,-0.652,REU
13832,2018,0.231,REU
13833,2019,-0.141,REU
13834,2020,1.096,REU
13835,2021,0.44,REU
13836,2022,0.356,REU
13838,1950,1.407,ROU
13839,1951,1.359,ROU
13840,1952,1.276,ROU
13841,1953,1.222,ROU
13842,1954,1.213,ROU
13843,1955,1.188,ROU
13844,1956,1.271,ROU
13845,1957,0.933,ROU
13846,1958,0.836,ROU
13847,1959,0.727,ROU
13848,1960,0.652,ROU
13849,1961,0.536,ROU
13850,1962,0.43,ROU
13851,1963,0.387,ROU
13852,1964,0.343,ROU
13853,1965,0.274,ROU
13854,1966,0.4,ROU
13855,1967,1.945,ROU
13856,1968,1.836,ROU
13857,1969,1.655,ROU
13858,1970,1.467,ROU
13859,1971,1.331,ROU
13860,1972,1.236,ROU
13861,1973,1.112,ROU
13862,1974,1.137,ROU
13863,1975,1.081,ROU
13864,1976,1.067,ROU
13865,1977,0.81,ROU
13866,1978,0.732,ROU
13867,1979,0.65,ROU
13868,1980,0.574,ROU
13869,1981,0.488,ROU
13870,1982,0.422,ROU
13871,1983,0.334,ROU
13872,1984,0.331,ROU
13873,1985,0.306,ROU
13874,1986,0.303,ROU
13875,1987,0.321,ROU
13876,1988,0.293,ROU
13877,1989,0.339,ROU
13878,1990,0.114,ROU
13879,1991,-0.045,ROU
13880,1992,-0.261,ROU
13881,1993,-0.353,ROU
13882,1994,-0.402,ROU
13883,1995,-0.466,ROU
13884,1996,-0.559,ROU
13885,1997,-0.601,ROU
13886,1998,-0.532,ROU
13887,1999,-0.537,ROU
13888,2000,-0.548,ROU
13889,2001,-0.602,ROU
13890,2002,-0.771,ROU
13891,2003,-0.858,ROU
13892,2004,-0.912,ROU
13893,2005,-0.87,ROU
13894,2006,-0.812,ROU
13895,2007,-0.763,ROU
13896,2008,-0.699,ROU
13897,2009,-0.675,ROU
13898,2010,-0.733,ROU
13899,2011,-0.746,ROU
13900,2012,-0.475,ROU
13901,2013,-0.475,ROU
13902,2014,-0.472,ROU
13903,2015,-0.503,ROU
13904,2016,-0.444,ROU
13905,2017,-0.444,ROU
13906,2018,-0.488,ROU
13907,2019,-0.497,ROU
13908,2020,-0.625,ROU
13909,2021,-0.87,ROU
13910,2022,0.024,ROU
13912,1950,1.404,RUS
13913,1951,1.386,RUS
13914,1952,1.421,RUS
13915,1953,1.428,RUS
13916,1954,1.538,RUS
13917,1955,1.54,RUS
13918,1956,1.58,RUS
13919,1957,1.62,RUS
13920,1958,1.594,RUS
13921,1959,1.312,RUS
13922,1960,1.441,RUS
13923,1961,1.325,RUS
13924,1962,1.14,RUS
13925,1963,1.023,RUS
13926,1964,0.866,RUS
13927,1965,0.727,RUS
13928,1966,0.689,RUS
13929,1967,0.576,RUS
13930,1968,0.546,RUS
13931,1969,0.531,RUS
13932,1970,0.4,RUS
13933,1971,0.549,RUS
13934,1972,0.577,RUS
13935,1973,0.557,RUS
13936,1974,0.623,RUS
13937,1975,0.689,RUS
13938,1976,0.715,RUS
13939,1977,0.702,RUS
13940,1978,0.673,RUS
13941,1979,0.547,RUS
13942,1980,0.547,RUS
13943,1981,0.574,RUS
13944,1982,0.708,RUS
13945,1983,0.831,RUS
13946,1984,0.767,RUS
13947,1985,0.779,RUS
13948,1986,0.938,RUS
13949,1987,0.904,RUS
13950,1988,0.756,RUS
13951,1989,0.486,RUS
13952,1990,0.453,RUS
13953,1991,0.176,RUS
13954,1992,-0.892,RUS
13955,1993,-0.157,RUS
13956,1994,0.245,RUS
13957,1995,-0.123,RUS
13958,1996,-0.156,RUS
13959,1997,-0.156,RUS
13960,1998,-0.14,RUS
13961,1999,-0.394,RUS
13962,2000,-0.319,RUS
13963,2001,-0.502,RUS
13964,2002,0.259,RUS
13965,2003,-0.458,RUS
13966,2004,-0.386,RUS
13967,2005,-0.418,RUS
13968,2006,-0.267,RUS
13969,2007,-0.07,RUS
13970,2008,0.004,RUS
13971,2009,0.076,RUS
13972,2010,0.015,RUS
13973,2011,0.137,RUS
13974,2012,0.206,RUS
13975,2013,0.227,RUS
13976,2014,0.217,RUS
13977,2015,0.31,RUS
13978,2016,0.338,RUS
13979,2017,0.222,RUS
13980,2018,0.111,RUS
13981,2019,0.029,RUS
13982,2020,-0.25,RUS
13983,2021,-0.482,RUS
13984,2022,0.131,RUS
13986,1950,3.626,RWA
13987,1951,3.563,RWA
13988,1952,3.509,RWA
13989,1953,3.437,RWA
13990,1954,3.429,RWA
13991,1955,3.397,RWA
13992,1956,3.38,RWA
13993,1957,3.361,RWA
13994,1958,3.245,RWA
13995,1959,3.15,RWA
13996,1960,2.893,RWA
13997,1961,2.625,RWA
13998,1962,2.416,RWA
13999,1963,2.11,RWA
14000,1964,2.492,RWA
14001,1965,2.736,RWA
14002,1966,2.93,RWA
14003,1967,3.106,RWA
14004,1968,3.103,RWA
14005,1969,3.066,RWA
14006,1970,3.025,RWA
14007,1971,2.886,RWA
14008,1972,2.897,RWA
14009,1973,2.927,RWA
14010,1974,2.932,RWA
14011,1975,2.948,RWA
14012,1976,2.964,RWA
14013,1977,2.944,RWA
14014,1978,2.978,RWA
14015,1979,3.06,RWA
14016,1980,3.15,RWA
14017,1981,3.244,RWA
14018,1982,3.315,RWA
14019,1983,3.357,RWA
14020,1984,3.38,RWA
14021,1985,3.368,RWA
14022,1986,3.315,RWA
14023,1987,3.24,RWA
14024,1988,3.136,RWA
14025,1989,2.99,RWA
14026,1990,2.256,RWA
14027,1991,1.819,RWA
14028,1992,2.287,RWA
14029,1993,5.264,RWA
14030,1994,-41.785,RWA
14031,1995,9.897,RWA
14032,1996,22.576,RWA
14033,1997,7.544,RWA
14034,1998,0.843,RWA
14035,1999,0.79,RWA
14036,2000,0.824,RWA
14037,2001,0.949,RWA
14038,2002,1.756,RWA
14039,2003,2.631,RWA
14040,2004,2.655,RWA
14041,2005,2.665,RWA
14042,2006,2.668,RWA
14043,2007,2.652,RWA
14044,2008,2.605,RWA
14045,2009,2.554,RWA
14046,2010,2.494,RWA
14047,2011,2.412,RWA
14048,2012,2.376,RWA
14049,2013,2.43,RWA
14050,2014,2.405,RWA
14051,2015,2.382,RWA
14052,2016,2.358,RWA
14053,2017,2.333,RWA
14054,2018,2.3,RWA
14055,2019,2.262,RWA
14056,2020,2.223,RWA
14057,2021,2.16,RWA
14058,2022,2.221,RWA
14060,1950,3.191,BLM
14061,1951,1.655,BLM
14062,1952,0.577,BLM
14063,1953,1.145,BLM
14064,1954,0.756,BLM
14065,1955,0.141,BLM
14066,1956,-0.424,BLM
14067,1957,0.518,BLM
14068,1958,1.121,BLM
14069,1959,0.925,BLM
14070,1960,1.417,BLM
14071,1961,0.543,BLM
14072,1962,1.389,BLM
14073,1963,1.502,BLM
14074,1964,1.609,BLM
14075,1965,1.158,BLM
14076,1966,1.691,BLM
14077,1967,0.042,BLM
14078,1968,0.502,BLM
14079,1969,0.083,BLM
14080,1970,0.457,BLM
14081,1971,1.278,BLM
14082,1972,0.897,BLM
14083,1973,0.768,BLM
14084,1974,2.033,BLM
14085,1975,2.456,BLM
14086,1976,2.697,BLM
14087,1977,3.607,BLM
14088,1978,3.307,BLM
14089,1979,2.794,BLM
14090,1980,1.787,BLM
14091,1981,1.492,BLM
14092,1982,9.417,BLM
14093,1983,8.469,BLM
14094,1984,7.552,BLM
14095,1985,6.664,BLM
14096,1986,6.068,BLM
14097,1987,5.678,BLM
14098,1988,4.687,BLM
14099,1989,4.322,BLM
14100,1990,3.658,BLM
14101,1991,3.438,BLM
14102,1992,3.306,BLM
14103,1993,3.285,BLM
14104,1994,3.017,BLM
14105,1995,2.896,BLM
14106,1996,2.861,BLM
14107,1997,2.812,BLM
14108,1998,2.5,BLM
14109,1999,2.683,BLM
14110,2000,2.64,BLM
14111,2001,2.654,BLM
14112,2002,2.612,BLM
14113,2003,2.455,BLM
14114,2004,2.396,BLM
14115,2005,2.254,BLM
14116,2006,2.409,BLM
14117,2007,2.211,BLM
14118,2008,2.267,BLM
14119,2009,2.172,BLM
14120,2010,1.651,BLM
14121,2011,1.078,BLM
14122,2012,1.305,BLM
14123,2013,1.309,BLM
14124,2014,1.429,BLM
14125,2015,1.585,BLM
14126,2016,1.723,BLM
14127,2017,1.904,BLM
14128,2018,1.672,BLM
14129,2019,2.068,BLM
14130,2020,2.618,BLM
14131,2021,1.542,BLM
14132,2022,1.337,BLM
14134,1950,1.225,SHN
14135,1951,0.701,SHN
14136,1952,0.302,SHN
14137,1953,0.207,SHN
14138,1954,-0.038,SHN
14139,1955,-0.377,SHN
14140,1956,-0.076,SHN
14141,1957,0.434,SHN
14142,1958,0.263,SHN
14143,1959,0.318,SHN
14144,1960,0.522,SHN
14145,1961,0.482,SHN
14146,1962,0.425,SHN
14147,1963,0.515,SHN
14148,1964,0.275,SHN
14149,1965,0.274,SHN
14150,1966,0.636,SHN
14151,1967,1.207,SHN
14152,1968,1.316,SHN
14153,1969,1.299,SHN
14154,1970,1.489,SHN
14155,1971,1.315,SHN
14156,1972,1.231,SHN
14157,1973,1.1,SHN
14158,1974,1.055,SHN
14159,1975,0.946,SHN
14160,1976,0.502,SHN
14161,1977,1.141,SHN
14162,1978,0.859,SHN
14163,1979,0.82,SHN
14164,1980,0.798,SHN
14165,1981,0.915,SHN
14166,1982,1.091,SHN
14167,1983,0.852,SHN
14168,1984,0.649,SHN
14169,1985,0.271,SHN
14170,1986,0.584,SHN
14171,1987,-0.075,SHN
14172,1988,-0.329,SHN
14173,1989,-0.601,SHN
14174,1990,-0.544,SHN
14175,1991,-0.806,SHN
14176,1992,-0.674,SHN
14177,1993,-0.896,SHN
14178,1994,-0.982,SHN
14179,1995,-1.024,SHN
14180,1996,-0.923,SHN
14181,1997,-1.076,SHN
14182,1998,-1.055,SHN
14183,1999,-1.182,SHN
14184,2000,-1.247,SHN
14185,2001,-1.381,SHN
14186,2002,-1.607,SHN
14187,2003,-1.756,SHN
14188,2004,-1.805,SHN
14189,2005,-2.057,SHN
14190,2006,-1.97,SHN
14191,2007,-2.123,SHN
14192,2008,0.247,SHN
14193,2009,0.642,SHN
14194,2010,0.6,SHN
14195,2011,0.727,SHN
14196,2012,0.703,SHN
14197,2013,0.478,SHN
14198,2014,0.659,SHN
14199,2015,0.763,SHN
14200,2016,-0.326,SHN
14201,2017,-0.254,SHN
14202,2018,-0.456,SHN
14203,2019,-0.385,SHN
14204,2020,-0.663,SHN
14205,2021,-0.816,SHN
14206,2022,-0.936,SHN
14208,1950,2.223,KNA
14209,1951,2.283,KNA
14210,1952,2.144,KNA
14211,1953,2.078,KNA
14212,1954,1.463,KNA
14213,1955,1.596,KNA
14214,1956,1.603,KNA
14215,1957,1.568,KNA
14216,1958,1.468,KNA
14217,1959,1.529,KNA
14218,1960,-0.297,KNA
14219,1961,-1.422,KNA
14220,1962,-1.761,KNA
14221,1963,-2.019,KNA
14222,1964,-2.202,KNA
14223,1965,-2.388,KNA
14224,1966,-2.527,KNA
14225,1967,-2.73,KNA
14226,1968,-2.949,KNA
14227,1969,-3.573,KNA
14228,1970,-1.379,KNA
14229,1971,-0.421,KNA
14230,1972,-0.363,KNA
14231,1973,-0.335,KNA
14232,1974,-0.311,KNA
14233,1975,-0.291,KNA
14234,1976,-0.281,KNA
14235,1977,-0.293,KNA
14236,1978,-0.356,KNA
14237,1979,-0.497,KNA
14238,1980,-0.355,KNA
14239,1981,-0.356,KNA
14240,1982,-0.423,KNA
14241,1983,-0.51,KNA
14242,1984,-0.537,KNA
14243,1985,-0.599,KNA
14244,1986,-0.627,KNA
14245,1987,-0.677,KNA
14246,1988,-0.714,KNA
14247,1989,-0.77,KNA
14248,1990,-0.836,KNA
14249,1991,0.471,KNA
14250,1992,1.285,KNA
14251,1993,1.288,KNA
14252,1994,1.29,KNA
14253,1995,1.323,KNA
14254,1996,1.264,KNA
14255,1997,1.29,KNA
14256,1998,1.316,KNA
14257,1999,1.408,KNA
14258,2000,1.47,KNA
14259,2001,0.789,KNA
14260,2002,0.345,KNA
14261,2003,0.331,KNA
14262,2004,0.266,KNA
14263,2005,0.263,KNA
14264,2006,0.303,KNA
14265,2007,0.285,KNA
14266,2008,0.269,KNA
14267,2009,0.079,KNA
14268,2010,-0.378,KNA
14269,2011,0.544,KNA
14270,2012,0.085,KNA
14271,2013,0.068,KNA
14272,2014,0.017,KNA
14273,2015,-0.023,KNA
14274,2016,-0.032,KNA
14275,2017,-0.07,KNA
14276,2018,-0.108,KNA
14277,2019,-0.134,KNA
14278,2020,-0.213,KNA
14279,2021,-0.244,KNA
14280,2022,0.015,KNA
14282,1950,1.136,LCA
14283,1951,0.955,LCA
14284,1952,-0.002,LCA
14285,1953,-0.187,LCA
14286,1954,-0.279,LCA
14287,1955,-0.366,LCA
14288,1956,-0.386,LCA
14289,1957,-0.404,LCA
14290,1958,-0.388,LCA
14291,1959,-0.397,LCA
14292,1960,0.902,LCA
14293,1961,1.043,LCA
14294,1962,1.115,LCA
14295,1963,1.021,LCA
14296,1964,1.032,LCA
14297,1965,1.004,LCA
14298,1966,0.978,LCA
14299,1967,1.125,LCA
14300,1968,1.215,LCA
14301,1969,1.163,LCA
14302,1970,1.343,LCA
14303,1971,1.351,LCA
14304,1972,1.381,LCA
14305,1973,1.421,LCA
14306,1974,1.492,LCA
14307,1975,1.51,LCA
14308,1976,1.537,LCA
14309,1977,1.482,LCA
14310,1978,1.475,LCA
14311,1979,1.429,LCA
14312,1980,1.546,LCA
14313,1981,1.575,LCA
14314,1982,1.57,LCA
14315,1983,1.586,LCA
14316,1984,1.623,LCA
14317,1985,1.642,LCA
14318,1986,1.554,LCA
14319,1987,1.454,LCA
14320,1988,1.192,LCA
14321,1989,1.037,LCA
14322,1990,0.923,LCA
14323,1991,1.472,LCA
14324,1992,1.511,LCA
14325,1993,1.445,LCA
14326,1994,1.544,LCA
14327,1995,1.609,LCA
14328,1996,1.378,LCA
14329,1997,1.437,LCA
14330,1998,1.308,LCA
14331,1999,1.294,LCA
14332,2000,1.135,LCA
14333,2001,0.899,LCA
14334,2002,0.846,LCA
14335,2003,0.798,LCA
14336,2004,0.746,LCA
14337,2005,0.722,LCA
14338,2006,0.711,LCA
14339,2007,0.628,LCA
14340,2008,0.619,LCA
14341,2009,0.634,LCA
14342,2010,0.585,LCA
14343,2011,0.46,LCA
14344,2012,0.453,LCA
14345,2013,0.452,LCA
14346,2014,0.435,LCA
14347,2015,0.443,LCA
14348,2016,0.403,LCA
14349,2017,0.388,LCA
14350,2018,0.376,LCA
14351,2019,0.351,LCA
14352,2020,0.311,LCA
14353,2021,-0.007,LCA
14354,2022,0.296,LCA
14356,1950,4.491,MAF
14357,1951,3.984,MAF
14358,1952,3.528,MAF
14359,1953,3.818,MAF
14360,1954,3.565,MAF
14361,1955,3.223,MAF
14362,1956,3.546,MAF
14363,1957,3.016,MAF
14364,1958,3.374,MAF
14365,1959,3.551,MAF
14366,1960,3.082,MAF
14367,1961,3.192,MAF
14368,1962,3.137,MAF
14369,1963,3.231,MAF
14370,1964,3.212,MAF
14371,1965,3.683,MAF
14372,1966,4.778,MAF
14373,1967,4.935,MAF
14374,1968,3.021,MAF
14375,1969,3.034,MAF
14376,1970,2.977,MAF
14377,1971,2.907,MAF
14378,1972,2.825,MAF
14379,1973,2.956,MAF
14380,1974,3.147,MAF
14381,1975,3.695,MAF
14382,1976,3.711,MAF
14383,1977,3.448,MAF
14384,1978,3.132,MAF
14385,1979,2.927,MAF
14386,1980,2.582,MAF
14387,1981,2.424,MAF
14388,1982,18.868,MAF
14389,1983,19.179,MAF
14390,1984,16.787,MAF
14391,1985,15.089,MAF
14392,1986,13.508,MAF
14393,1987,12.31,MAF
14394,1988,11.33,MAF
14395,1989,10.291,MAF
14396,1990,2.916,MAF
14397,1991,1.142,MAF
14398,1992,0.801,MAF
14399,1993,0.57,MAF
14400,1994,0.326,MAF
14401,1995,0.061,MAF
14402,1996,-0.245,MAF
14403,1997,-0.57,MAF
14404,1998,-0.914,MAF
14405,1999,2.114,MAF
14406,2000,2.687,MAF
14407,2001,2.626,MAF
14408,2002,2.506,MAF
14409,2003,2.439,MAF
14410,2004,2.297,MAF
14411,2005,2.217,MAF
14412,2006,2.043,MAF
14413,2007,1.842,MAF
14414,2008,1.641,MAF
14415,2009,1.367,MAF
14416,2010,0.564,MAF
14417,2011,0.585,MAF
14418,2012,0.528,MAF
14419,2013,0.238,MAF
14420,2014,-0.067,MAF
14421,2015,-0.369,MAF
14422,2016,-0.672,MAF
14423,2017,-1.154,MAF
14424,2018,-3.405,MAF
14425,2019,-6.612,MAF
14426,2020,-8.487,MAF
14427,2021,-3.184,MAF
14428,2022,-4.251,MAF
14430,1950,1.27,SPM
14431,1951,0.662,SPM
14432,1952,1.441,SPM
14433,1953,1.142,SPM
14434,1954,1.489,SPM
14435,1955,1.28,SPM
14436,1956,0.706,SPM
14437,1957,0.578,SPM
14438,1958,1.653,SPM
14439,1959,1.007,SPM
14440,1960,0.06,SPM
14441,1961,-0.482,SPM
14442,1962,1.081,SPM
14443,1963,1.737,SPM
14444,1964,1.765,SPM
14445,1965,1.299,SPM
